County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
SNYDER,51,96,88,55,54,66,73,62,79,112,88,88,68,75,40,21,16,,,,173,569,606,471,599,631,696,845,1080,1254,1407,1533,1387,1026,695,395,195,62,7,
WYOMING,55,81,72,77,74,82,57,81,90,98,113,98,81,77,52,30,17,10,,,228,587,577,507,541,608,634,734,969,1252,1427,1390,1277,890,516,266,102,24,,
ERIE,625,987,844,682,738,681,606,580,650,780,750,603,485,335,227,236,157,76,6,,2406,6068,7296,7022,7585,8078,7985,8255,10106,11390,13286,12615,9866,6367,4323,2535,1376,447,67,9
GREENE,47,92,68,40,55,59,64,80,94,104,123,140,113,70,37,28,20,8,,,110,327,467,537,703,693,804,824,1027,1188,1498,1705,1407,920,513,305,158,45,,
ARMSTRONG,114,195,143,108,127,116,127,150,173,217,212,221,176,101,78,38,30,9,,,339,946,1142,1002,1102,1385,1513,1725,2261,2991,3908,3819,3294,2032,1578,925,481,118,16,
PHILADELPHIA,1430,2322,2447,3096,3401,2919,2521,2102,2359,2360,2316,1685,1441,793,643,421,215,89,16,,2927,5730,6553,10807,11821,10117,8852,7895,8562,9169,9073,7217,5604,4071,2797,1768,952,307,45,30
CUMBERLAND,690,1647,1181,1098,1245,1250,1182,1169,1276,1277,1333,1005,988,879,619,391,219,59,8,,2542,5541,6139,6357,7660,8700,8606,8188,9214,10106,11477,11509,10436,6509,4393,2752,1489,473,61,9
BRADFORD,61,147,101,75,79,68,96,89,109,128,156,134,110,102,79,45,31,7,,,250,652,707,676,755,767,830,957,1382,1728,2095,2174,1909,1544,1068,582,261,73,7,
CLINTON,43,93,105,84,66,77,80,103,107,108,112,100,56,37,40,30,10,6,,,120,474,717,555,591,631,706,814,1040,1243,1544,1553,1324,888,657,420,215,67,8,
FRANKLIN,232,375,322,256,276,238,265,302,296,334,335,291,236,198,169,125,69,47,5,,744,1975,1996,1796,2267,2602,2717,3009,3557,4127,4929,5563,5439,4020,2813,1797,900,252,34,
SCHUYLKILL,304,431,367,308,331,328,357,339,411,490,519,494,442,233,191,164,122,61,6,,879,2407,2669,2688,3198,3602,3983,4433,5334,6213,7054,7315,6231,4069,2692,1651,904,235,29,
MONTGOMERY,3084,4518,3816,3381,3907,4134,3762,3685,4086,4244,4431,4354,3400,2418,1764,1338,849,304,47,16,14878,27851,21177,22394,26910,30027,29815,28428,32720,35697,37469,34120,27652,19425,13504,9026,5295,1647,223,46
LEBANON,249,390,347,268,295,320,305,325,303,377,350,298,259,229,179,151,99,37,8,,1076,2667,2542,2373,2822,3187,3495,3687,4252,4988,5612,5956,5250,3552,2540,1651,876,280,53,
MONTOUR,53,49,31,37,42,48,30,42,39,58,53,37,27,25,14,17,15,,5,,247,492,418,636,899,796,700,638,736,920,1081,1108,889,636,469,350,169,49,8,
LUZERNE,767,1204,1056,949,1024,870,954,907,1062,984,938,860,722,481,379,268,203,79,14,,2805,7295,7778,7428,8553,9312,9909,10588,12897,14731,15891,15123,13210,8683,5839,3553,2020,548,71,7
WESTMORELAND,732,1158,889,773,762,799,794,797,1106,1158,1328,1328,1130,670,541,351,270,94,16,5,2245,6158,6835,6423,7291,8253,8775,9278,12038,14528,18068,18134,15669,10259,7189,4569,2490,685,84,12
BUTLER,433,626,491,394,470,443,400,422,481,535,576,446,349,192,174,146,95,38,,,1791,4349,4554,4107,4969,6075,6113,6101,7616,8654,10077,9605,7843,5122,3621,2219,1234,347,51,
CAMBRIA,189,339,324,254,264,263,227,284,341,397,481,436,320,225,188,141,131,49,10,,610,1880,2154,2055,2251,2469,2809,3205,3931,4851,6497,7187,6072,3964,2677,1742,929,272,36,
ELK,52,89,70,63,59,60,56,50,86,97,130,80,70,37,44,44,27,22,8,,107,397,563,446,579,611,653,735,1146,1440,1700,1607,1440,888,739,463,220,67,7,
BLAIR,215,353,284,207,222,223,226,234,337,336,369,322,348,201,191,105,78,41,,,633,1813,2073,1922,2204,2521,2762,2859,3503,4201,5285,5572,4854,3127,2345,1358,778,241,34,
SOMERSET,91,141,148,127,133,127,130,150,185,214,277,299,254,210,155,125,80,22,,,222,698,946,958,1247,1448,1469,1629,2001,2349,3106,3347,2989,1859,1413,890,468,122,14,
FAYETTE,208,342,286,230,230,230,283,285,346,381,379,376,347,218,141,91,69,23,7,,608,1736,2037,2011,2391,2686,2972,3280,4238,5022,6398,6815,5824,3719,2545,1527,834,244,24,
CLEARFIELD,85,199,128,99,130,130,129,154,195,220,207,183,151,121,93,48,39,13,,,257,865,1254,1277,1577,1672,1735,1993,2449,2957,3443,3570,3021,2107,1604,921,407,127,13,
CRAWFORD,115,220,178,155,168,140,160,155,162,216,200,193,149,108,80,42,34,11,8,,407,1295,1680,1229,1437,1598,1738,1864,2332,2852,3596,3650,3276,2372,1594,904,507,153,17,
VENANGO,71,143,103,89,103,109,117,110,135,153,214,195,164,102,75,45,34,7,,,197,623,723,567,733,904,897,1067,1346,1740,2288,2329,1864,1199,815,470,237,71,12,
HUNTINGDON,41,64,82,46,78,63,65,91,86,115,123,103,106,79,42,47,17,12,,,133,466,743,738,940,971,1092,1129,1343,1475,1714,1904,1718,1200,848,475,245,59,12,
LANCASTER,1019,1435,1557,1361,1368,1275,1154,1166,1315,1458,1414,1266,1082,862,701,625,435,183,39,,4752,12223,13781,13086,14821,15408,15290,15430,17810,21270,23712,23296,20428,14532,10616,7061,3900,1203,187,9
UNION,81,133,116,53,67,74,70,56,73,96,90,74,79,67,50,43,36,12,,,295,895,1220,627,743,939,942,1048,1280,1469,1662,1718,1571,1164,856,564,294,88,6,
INDIANA,106,186,198,156,140,153,156,140,165,205,270,254,177,120,117,79,52,21,5,,293,1002,1541,1176,1229,1482,1522,1595,2084,2626,3402,3597,3149,2042,1566,825,382,97,19,
ALLEGHENY,3232,4941,5493,4960,5026,4419,3737,3581,3870,4332,4657,5040,4297,2468,1970,1333,937,293,50,23,13603,29828,40002,48151,53631,51483,45391,40787,47373,54591,64349,60964,48605,30950,22212,14223,8211,2424,301,77
OUT-OF-STATE,3293,6200,8208,6482,6741,6658,6451,6305,7208,7820,8156,8579,7541,4875,3272,2032,1090,334,99,216,5295,13478,24196,19718,21729,22314,22844,22725,26992,30059,32638,31535,25062,16460,10985,6490,3318,875,117,150
CAMERON,10,15,12,14,10,16,19,10,12,15,20,14,16,12,5,5,,,,,10,40,56,49,48,78,81,87,104,212,255,280,264,157,132,68,43,10,,
PIKE,158,291,240,140,134,145,168,177,227,264,312,298,331,266,200,97,47,14,,,438,1230,1110,795,838,877,1041,1213,1807,2382,2721,2533,2242,1454,973,470,210,43,5,
MONROE,395,690,665,466,492,438,459,475,618,701,693,587,405,233,140,111,70,18,,,1447,3979,4271,3482,3494,3725,4201,4805,6269,7877,8490,7614,5975,3901,2470,1380,629,157,19,
JEFFERSON,53,89,78,62,72,77,71,82,100,118,131,133,128,70,60,41,44,8,,,146,455,595,532,626,753,816,902,1148,1471,2018,2121,1776,1300,994,618,319,92,15,
BERKS,1275,1846,1518,1293,1340,1307,1357,1382,1492,1605,1546,1557,1579,987,744,617,410,128,32,6,3647,9541,9679,8946,10320,11682,12197,13047,15694,18323,19150,17439,14646,9736,6427,4166,2145,554,75,10
ADAMS,182,295,259,179,185,180,194,204,237,256,256,248,208,146,111,71,39,17,,,653,1718,1892,1419,1705,1964,2071,2336,2955,3752,4329,4713,4386,2917,1944,1139,531,136,22,
MIFFLIN,51,86,65,53,52,63,77,81,80,100,89,93,85,60,45,33,25,6,,,148,475,592,566,672,737,847,915,1271,1553,1848,1994,1923,1419,1072,664,292,101,9,
WARREN,66,109,109,81,109,127,110,108,142,213,190,245,210,161,100,76,42,17,,,164,498,501,489,560,695,670,735,1024,1371,1726,1768,1460,997,683,411,195,63,,
LACKAWANNA,577,882,726,677,695,711,667,589,747,770,801,684,615,387,355,275,170,80,17,,2632,5893,6252,6041,6987,7533,7382,7491,9254,10331,11383,10577,9195,6205,4257,2641,1420,452,54,
CHESTER,2903,3818,2630,2343,2494,2513,2414,2242,2642,2619,2654,2452,2027,1270,941,646,401,150,31,,8445,19173,15760,15365,17953,20352,21213,21533,24607,26069,26141,23361,19018,13592,8875,5162,2807,814,107,8
LYCOMING,162,340,294,243,280,239,234,229,317,354,370,323,289,200,145,119,86,26,,,485,1512,1945,1901,2320,2587,2525,2635,3361,4067,5057,5327,4559,3006,2035,1365,678,210,32,
DELAWARE,1846,2990,2689,2065,2413,2161,2179,2009,2248,2318,2348,1980,1496,972,767,623,388,154,27,,8531,17276,14989,14470,17026,19298,19168,18541,21525,24526,26630,24431,19010,13153,8580,5818,3176,1019,142,8
BUCKS,2372,3542,2527,1957,2236,2330,2290,2251,2699,3072,2980,2831,2509,1554,1076,738,426,147,24,9,8390,17986,16369,14232,16133,18801,19815,20383,25704,29637,31888,28371,23056,15861,10491,6849,3581,1064,127,19
POTTER,36,61,41,23,31,21,24,21,33,41,72,69,75,46,44,15,7,5,,,39,126,137,116,157,159,209,205,312,428,552,570,577,366,245,137,73,23,7,
LEHIGH,1014,1651,1512,1407,1460,1376,1329,1254,1339,1441,1386,1186,917,504,335,320,262,90,11,,4765,10879,10877,11322,12896,13835,14482,14555,16367,18507,19845,17982,15109,10326,6979,4594,2460,723,102,
WASHINGTON,512,713,626,520,566,620,600,593,680,785,888,993,755,513,332,210,146,39,9,,1771,4362,4393,4030,4802,5982,6350,6474,7919,9495,11120,10911,9354,5917,4141,2541,1360,406,43,
NORTHUMBERLAND,172,244,181,162,203,165,180,196,209,237,263,170,157,107,88,67,53,12,,,457,1322,1639,1649,1946,2265,2268,2527,3097,3816,4403,4625,3982,2673,1915,1200,606,163,20,
BEDFORD,25,77,77,47,55,62,60,94,65,110,135,128,91,70,55,49,12,,,,84,288,428,386,443,519,619,718,1019,1270,1752,1882,1608,1226,928,544,248,52,6,
FULTON,,17,14,12,13,10,8,7,14,21,18,22,17,9,8,7,,5,,,22,68,84,93,107,107,155,171,233,285,385,449,433,317,251,113,59,16,,
PERRY,76,123,109,69,118,104,96,130,157,180,204,188,255,151,113,64,29,9,,,200,505,604,600,685,828,961,1037,1345,1691,2047,2161,1817,1168,721,423,169,35,,
LAWRENCE,138,238,236,188,174,189,199,228,255,281,300,330,249,192,132,105,57,16,,,336,1161,1351,1233,1434,1663,1888,1921,2695,3089,4110,4000,3427,2190,1657,1046,537,161,26,
YORK,1026,1508,1191,993,1074,1098,1082,1082,1282,1201,1277,950,800,601,459,343,229,76,11,,3596,9135,8670,8353,9932,11264,11973,12746,15574,18035,20076,19793,17177,11524,7599,4729,2309,680,78,9
MCKEAN,69,198,141,130,106,113,137,186,216,265,348,281,210,155,117,67,43,14,,,187,574,599,535,588,705,760,876,1095,1280,1611,1613,1187,819,583,366,195,58,6,
MERCER,188,342,243,182,182,186,204,243,270,308,314,320,211,183,135,97,68,25,12,,460,1457,1829,1631,1910,2187,2216,2505,3355,4181,5174,5245,4543,3234,2292,1424,840,267,33,
TIOGA,52,125,71,59,65,70,65,77,98,82,124,112,125,97,74,56,24,,,,219,583,520,461,492,578,672,713,926,1167,1614,1752,1539,1129,891,441,162,47,10,
WAYNE,128,172,188,152,158,153,144,144,170,212,201,216,261,208,138,72,34,21,,,415,1011,1320,951,1008,1142,1178,1350,1749,2231,2614,2599,2264,1514,982,515,241,49,,
NORTHAMPTON,805,1360,1410,938,1007,1000,998,910,1134,1239,1349,1246,1044,501,379,280,191,61,13,,3445,8584,9004,8082,9023,9557,10176,10802,13136,14637,15974,15285,13271,9286,6018,3814,2069,593,83,9
