County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
LEHIGH,1074,1734,1838,1758,1845,1640,1583,1403,1386,1496,1417,1197,914,524,329,314,261,88,14,,5800,12211,11780,12126,13784,14723,15260,15280,17176,19255,20462,18507,15485,10576,7163,4718,2548,752,108,
CUMBERLAND,676,1643,1310,1255,1373,1347,1258,1234,1297,1315,1332,1005,1020,893,633,409,227,63,9,,3239,6339,6610,6770,8177,9168,9130,8631,9752,10596,11898,11878,10696,6787,4543,2830,1555,496,65,9
SUSQUEHANNA,41,79,77,79,84,70,76,53,82,99,116,107,100,67,51,27,16,11,,,254,654,585,423,551,586,713,732,1035,1367,1681,1726,1494,1066,689,417,203,55,10,
POTTER,27,58,38,25,32,22,36,31,42,51,85,71,72,49,45,19,7,5,,,57,157,159,132,169,174,214,223,329,434,576,593,589,377,254,143,75,24,7,
MERCER,189,356,279,263,255,237,218,243,308,332,346,329,210,186,138,100,65,26,12,,611,1715,1999,1777,2048,2319,2361,2645,3520,4355,5312,5352,4633,3301,2364,1446,860,276,36,
GREENE,44,80,86,71,69,72,73,90,91,112,127,137,120,67,39,26,20,9,,,146,409,508,608,789,762,855,880,1090,1243,1544,1734,1431,940,527,311,162,47,,
CLINTON,34,72,117,120,93,91,85,102,119,119,120,101,60,44,40,31,11,7,,,176,563,779,603,629,679,768,867,1114,1293,1585,1605,1352,902,672,424,226,70,8,
COLUMBIA,111,210,213,201,195,190,150,142,184,200,162,157,130,93,63,57,40,25,,,647,1396,1530,1441,1660,1792,1781,2066,2421,2871,3363,3394,2881,2040,1348,877,474,125,24,
LANCASTER,1079,1547,1706,1560,1611,1501,1362,1240,1403,1484,1439,1278,1072,856,714,618,445,190,43,,5730,13502,14771,13993,15790,16211,16135,16180,18688,22037,24478,23888,20920,14970,10921,7261,4014,1272,206,9
WYOMING,52,83,83,91,93,85,66,78,87,105,108,109,78,66,50,32,18,13,,,276,670,637,544,579,654,676,764,1026,1295,1488,1420,1300,914,544,271,108,25,,
YORK,968,1558,1368,1309,1399,1330,1254,1200,1410,1289,1304,917,804,609,471,345,235,73,10,,4635,10529,9507,9021,10745,12021,12807,13487,16475,18858,20919,20329,17647,11900,7818,4876,2376,717,82,10
WASHINGTON,495,762,756,651,738,799,682,686,717,807,918,1029,791,524,334,213,143,46,10,,2177,4910,4740,4304,5130,6255,6695,6737,8235,9837,11463,11128,9583,6094,4235,2613,1407,423,43,
VENANGO,71,162,114,93,120,118,115,134,145,168,222,202,171,103,77,49,32,8,,,275,737,764,624,783,970,974,1138,1412,1826,2350,2409,1887,1235,832,480,247,75,12,
BRADFORD,74,123,117,114,104,95,104,110,127,131,160,129,116,114,78,45,30,10,,,330,795,783,745,829,823,913,1023,1441,1824,2190,2253,1955,1568,1100,599,269,75,9,
CENTRE,217,737,1881,595,433,353,294,269,293,307,283,259,244,163,118,92,64,20,,,1816,4131,9524,6151,5640,5330,5167,4878,5548,6088,6383,6313,5329,3657,2554,1640,761,243,34,
BEDFORD,38,85,127,110,93,91,118,122,91,112,158,119,92,70,66,52,14,,,,122,356,475,404,473,563,653,764,1056,1331,1801,1923,1645,1269,943,567,249,56,6,
ERIE,595,967,995,840,850,815,699,639,693,801,752,625,523,360,243,216,153,73,5,,3037,6773,7760,7414,7973,8458,8362,8563,10473,11754,13664,12895,10120,6534,4429,2623,1444,466,72,9
WARREN,69,133,128,103,118,141,127,114,153,214,201,239,214,161,100,77,43,17,,,227,593,546,523,613,727,712,770,1067,1427,1777,1831,1494,1018,700,419,200,67,,
ALLEGHENY,3075,4999,6447,5764,5633,5022,4160,3736,4140,4490,4947,5301,4549,2726,2065,1405,982,321,52,23,16081,32772,42105,50305,55991,53571,47209,42374,49234,56049,65837,62259,49577,31633,22754,14513,8461,2538,316,77
FOREST,6,8,6,11,7,10,9,18,33,24,24,20,17,19,12,10,,,,,14,49,151,365,495,467,410,319,363,417,393,420,317,222,165,83,23,5,,
HUNTINGDON,43,76,111,86,97,69,87,86,100,134,118,105,110,84,40,51,17,11,,,182,541,826,806,1069,1064,1186,1225,1422,1547,1800,1948,1762,1231,871,493,246,67,13,
DELAWARE,1864,3023,2923,2257,2590,2407,2272,2069,2235,2431,2425,2144,1662,1094,836,659,413,157,29,,10160,19220,16203,15498,18304,20418,20133,19333,22420,25316,27333,25005,19400,13449,8747,5965,3264,1059,147,8
LYCOMING,174,336,331,339,335,310,297,289,320,373,380,303,262,184,134,111,90,27,,,677,1821,2148,2056,2523,2767,2695,2767,3565,4295,5289,5499,4692,3126,2104,1403,699,223,35,
TIOGA,61,103,69,71,80,82,87,85,104,105,129,106,125,91,75,54,26,,,,250,644,577,501,541,604,700,753,980,1216,1665,1787,1587,1163,924,461,171,47,11,
LEBANON,278,400,429,362,403,362,377,353,324,380,347,279,258,231,187,152,104,39,7,,1358,3064,2795,2565,3059,3400,3727,3906,4497,5227,5833,6118,5369,3661,2620,1691,917,289,58,
JUNIATA,24,50,33,25,31,35,42,45,45,52,48,47,44,32,34,18,11,7,,,93,295,335,240,297,335,407,439,632,740,913,983,886,635,528,313,146,57,,
DAUPHIN,736,1135,1211,1288,1205,1175,1037,973,1078,1096,996,923,821,535,343,277,147,56,17,,3390,7115,6876,8015,8625,9006,9023,9158,10978,12009,13525,12898,10586,6392,4242,2671,1302,371,49,7
NORTHUMBERLAND,147,244,278,291,298,281,269,231,253,253,250,173,169,126,93,68,60,10,,,644,1578,1790,1822,2146,2426,2440,2698,3267,3993,4612,4728,4074,2750,1976,1226,617,174,20,
PHILADELPHIA,1480,2512,2682,3219,3547,2982,2594,2174,2380,2392,2353,1772,1484,837,675,437,226,94,17,,4206,7162,7311,11752,13026,11070,9663,8556,9203,9763,9506,7578,5891,4225,2898,1835,996,319,48,30
ADAMS,159,308,294,230,253,241,220,220,248,267,268,238,211,150,101,69,36,15,,,840,1985,2069,1563,1866,2093,2216,2485,3142,3930,4463,4840,4502,3045,2013,1182,548,146,24,
CAMBRIA,236,402,436,360,370,364,317,351,403,437,487,444,342,240,189,141,128,54,10,,822,2182,2359,2233,2415,2619,3014,3388,4146,5039,6683,7369,6204,4067,2717,1791,964,284,39,5
INDIANA,126,199,260,185,186,176,210,182,198,230,265,254,185,112,115,81,56,20,5,,408,1140,1708,1301,1344,1584,1628,1686,2222,2722,3492,3712,3202,2101,1598,856,388,105,19,
MONROE,408,678,771,590,608,542,536,549,651,737,662,585,411,249,145,103,75,19,,,1879,4617,4713,3810,3809,4051,4485,5128,6690,8346,8846,7896,6176,4032,2560,1435,645,165,19,
WESTMORELAND,695,1143,1058,986,986,999,951,900,1226,1301,1432,1395,1234,747,570,374,293,94,19,5,3109,7318,7550,6971,7810,8828,9389,9857,12835,15343,18896,18855,16196,10640,7477,4771,2569,719,89,13
SOMERSET,104,161,184,145,168,174,172,147,218,261,310,295,255,202,161,123,83,23,,,305,812,1038,1077,1372,1538,1590,1724,2119,2453,3196,3436,3067,1925,1447,923,484,128,14,
FULTON,,18,15,18,26,18,12,15,26,33,31,15,24,7,8,8,,,,,27,80,92,98,110,109,163,171,253,296,401,471,437,329,258,118,59,17,,
CAMERON,11,12,11,12,18,19,17,13,14,14,16,13,19,12,,6,,,,,19,54,64,55,46,85,86,91,108,218,261,294,267,160,132,72,43,11,,
JEFFERSON,60,130,99,88,86,90,101,99,111,119,134,137,130,73,62,44,44,9,,,193,540,652,564,670,807,864,943,1192,1539,2076,2159,1833,1313,1009,628,326,97,16,
ELK,48,88,76,79,73,70,63,53,99,110,115,83,72,37,48,46,25,22,8,,167,488,590,482,608,630,686,759,1183,1480,1724,1638,1452,906,742,477,231,66,9,
CHESTER,2693,3818,2822,2533,2706,2651,2512,2330,2672,2644,2656,2575,2121,1377,979,680,400,159,31,5,10177,21113,16827,16238,18824,21222,22074,22309,25488,26894,26847,23780,19330,13900,9085,5278,2902,834,115,9
OUT-OF-STATE,3719,7456,9779,7433,7580,7424,7088,6861,7768,8446,8719,9066,8149,5324,3529,2121,1135,355,101,216,6406,15097,25992,21007,23100,23570,24084,23785,28206,31186,33660,32402,25739,16963,11331,6696,3456,907,122,150
BLAIR,236,406,347,274,273,281,284,269,356,358,395,328,374,209,192,111,79,43,,,831,2092,2284,2056,2382,2668,2908,2994,3747,4362,5421,5676,4975,3216,2404,1374,796,253,35,
SULLIVAN,5,15,12,20,28,10,27,17,19,39,51,63,60,63,47,23,9,,,,16,53,80,64,82,79,98,107,189,267,382,368,355,233,181,106,40,10,,
LUZERNE,771,1278,1201,1142,1186,1070,1023,958,1101,1105,965,888,739,505,385,271,203,75,14,,3628,8338,8491,8022,9250,9916,10548,11130,13531,15307,16275,15474,13501,8911,5987,3635,2077,577,76,7
FAYETTE,232,401,374,341,339,288,336,350,423,407,422,391,356,224,160,100,71,26,7,,814,2044,2257,2249,2595,2891,3191,3501,4463,5260,6637,6993,5982,3839,2629,1571,851,258,25,
BUCKS,2150,3465,2709,2274,2488,2488,2453,2343,2808,3147,3162,3075,2785,1787,1183,794,447,152,26,9,10243,20291,17780,15318,17253,19999,20882,21328,26893,30688,32876,29092,23584,16251,10759,6999,3698,1115,135,20
LAWRENCE,173,298,280,276,244,279,278,267,319,303,313,325,253,190,136,117,62,18,5,,506,1419,1515,1349,1561,1802,2010,2060,2827,3259,4229,4135,3495,2267,1694,1061,550,165,27,
ARMSTRONG,123,226,173,155,175,155,167,189,214,242,238,222,200,115,81,45,27,10,,,444,1124,1249,1058,1196,1436,1607,1816,2359,3112,4000,3939,3328,2098,1605,940,499,121,16,
NORTHAMPTON,654,1343,1629,1168,1242,1167,1088,1020,1221,1270,1345,1209,1050,506,374,294,204,66,17,,4261,9537,9747,8663,9637,10135,10747,11297,13734,15183,16501,15736,13567,9535,6166,3895,2135,631,88,9
MONTGOMERY,2845,4280,4001,3734,4154,4467,3972,3841,4197,4320,4531,4658,3816,2745,1925,1426,883,326,51,17,17124,30574,22889,23840,28511,31558,31206,29679,34051,36912,38523,34947,28090,19965,13782,9206,5465,1711,243,45
MIFFLIN,55,89,94,104,97,86,99,108,98,126,77,97,89,60,59,29,25,7,,,217,581,667,609,733,795,913,989,1343,1646,1929,2065,1971,1456,1092,681,306,102,11,
BUTLER,394,619,604,499,555,539,510,475,551,561,605,492,385,254,187,149,94,40,,,2246,4963,4904,4390,5215,6373,6378,6352,7964,8933,10327,9813,7962,5218,3719,2271,1259,362,51,
UNION,67,126,138,82,95,108,83,81,95,101,83,71,74,62,50,41,36,11,,,384,1004,1285,666,782,997,997,1080,1347,1524,1731,1770,1618,1195,877,572,300,98,6,
CRAWFORD,111,208,235,206,200,182,199,197,192,237,221,195,169,113,95,54,38,10,9,,532,1476,1781,1305,1536,1705,1822,1939,2449,2952,3679,3778,3340,2406,1620,924,520,158,18,
FRANKLIN,261,421,401,360,393,335,359,355,354,375,380,275,264,202,157,129,69,48,5,,1064,2378,2241,1976,2489,2826,2929,3264,3818,4387,5156,5756,5614,4159,2901,1864,952,274,36,
MONTOUR,44,52,64,64,64,60,47,62,54,60,65,40,31,20,16,18,16,,5,,298,543,442,650,938,830,722,658,761,955,1101,1128,908,650,481,352,177,48,8,
SNYDER,40,94,94,80,78,74,86,65,96,121,90,91,65,70,43,22,15,,,,224,645,678,505,631,671,748,881,1132,1310,1450,1579,1405,1062,701,412,205,63,7,
MCKEAN,71,208,156,151,123,130,147,191,225,269,334,313,221,155,117,67,45,12,,,240,652,657,567,638,726,790,920,1141,1320,1650,1637,1232,845,590,376,204,64,6,
