County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
BERKS,827,1474,1710,1594,1571,1435,1349,1351,1337,1453,1346,1478,1398,1103,762,610,404,143,37,6,5714,12284,11852,11118,12501,13512,14173,14673,17659,19926,20755,18748,15730,10643,6942,4534,2360,644,88,13
SOMERSET,64,124,146,180,154,154,175,159,217,252,306,322,287,222,175,141,102,31,5,,388,947,1205,1193,1532,1656,1749,1850,2258,2607,3313,3613,3182,2062,1517,986,519,142,17,
DAUPHIN,487,918,1220,1422,1326,1270,1098,1034,1134,1082,1152,1181,1010,639,432,314,157,53,16,,3890,7914,7684,8860,9538,9842,9760,9802,11649,12595,14051,13361,10911,6837,4359,2795,1398,402,58,6
INDIANA,72,140,242,185,189,199,189,175,184,241,274,285,266,154,124,86,50,19,5,,500,1294,1883,1459,1498,1735,1777,1828,2385,2846,3638,3812,3317,2197,1679,919,434,121,20,
ELK,22,53,75,75,77,66,55,53,67,86,131,106,80,64,68,41,17,15,7,,212,564,665,555,663,694,748,808,1276,1532,1770,1698,1473,960,759,498,253,81,12,
CARBON,54,181,232,171,189,195,202,175,231,247,271,271,218,155,90,62,36,10,,,694,1590,1551,1409,1670,1780,1902,2260,2801,3248,3683,3645,2971,2185,1323,788,411,136,19,
GREENE,36,67,84,75,84,92,91,104,120,106,141,177,149,109,57,30,24,11,,,164,464,572,683,843,818,922,959,1150,1310,1597,1777,1479,991,541,325,170,51,,
VENANGO,45,95,133,104,124,130,123,131,165,169,232,302,266,181,115,64,47,11,,,343,857,848,714,918,1064,1091,1220,1521,1945,2499,2528,1995,1341,870,520,270,84,12,
CAMBRIA,128,248,366,358,359,343,330,344,399,409,488,530,437,344,227,180,136,53,9,,1016,2558,2752,2536,2754,2888,3330,3660,4493,5337,6911,7622,6460,4270,2821,1846,1050,322,46,
SULLIVAN,,9,14,11,15,9,19,11,17,40,43,53,59,67,43,25,9,,,,28,64,83,81,94,97,111,117,204,278,401,391,367,256,189,114,38,12,,
MERCER,118,263,256,263,233,267,254,272,327,355,424,525,452,387,252,197,119,40,15,,783,1976,2244,1981,2263,2525,2541,2816,3687,4515,5487,5503,4778,3440,2429,1480,892,285,42,
LACKAWANNA,368,708,768,764,815,759,768,653,727,766,758,776,743,548,410,279,211,103,19,,3522,7193,7214,6987,8003,8453,8233,8147,9962,11038,12067,11208,9692,6738,4581,2856,1515,522,62,6
PHILADELPHIA,1499,2535,2866,3994,4725,3706,3034,2387,2563,2656,2778,2775,2357,1407,960,612,340,139,26,7,5274,9235,10376,17911,20455,17488,15012,13229,14462,15637,15672,13175,10433,7580,4919,2908,1488,456,71,31
SNYDER,26,57,84,67,64,53,70,57,61,78,79,72,58,67,47,22,17,,,,248,723,767,603,705,749,811,923,1209,1424,1514,1622,1463,1107,725,426,210,70,7,
MIFFLIN,34,66,78,99,92,81,83,100,106,119,84,78,73,58,51,33,26,12,,,261,675,772,756,854,890,1039,1095,1469,1786,1999,2146,2008,1528,1130,721,322,110,13,
ADAMS,115,237,313,254,281,233,239,222,237,290,291,289,273,211,139,86,46,16,,,942,2218,2324,1821,2124,2354,2456,2648,3392,4195,4651,5048,4616,3181,2117,1226,590,158,28,
ALLEGHENY,2264,4258,6290,6554,6714,5837,4760,4094,4539,4894,5719,6777,6106,4015,2916,1967,1322,450,87,23,17638,35144,45018,53345,59319,56551,49840,44295,51139,57962,67814,64409,51303,33168,23504,15018,8844,2718,348,59
PIKE,111,296,251,212,180,195,209,227,277,304,364,373,448,354,232,117,45,21,,,613,1528,1298,999,1016,1036,1244,1351,2020,2630,2943,2755,2401,1646,1061,525,242,53,6,
WASHINGTON,345,566,702,716,797,792,736,729,775,819,994,1133,1017,655,453,290,173,47,17,,2550,5381,5287,4793,5724,6784,7234,7193,8782,10315,11901,11681,9920,6511,4426,2741,1489,452,50,
CAMERON,6,8,10,14,19,15,13,9,12,16,15,11,18,6,9,,,,,,28,71,73,66,58,103,101,99,123,227,268,297,278,170,133,74,44,10,,
CLARION,25,48,88,106,103,90,86,83,97,112,118,141,133,102,80,50,34,14,6,,228,474,670,591,636,670,806,765,1073,1361,1742,1760,1451,1065,829,520,224,59,11,
OUT-OF-STATE,3205,7165,10538,8578,8964,8745,8143,7709,8772,9733,10611,12154,11114,7293,4701,2713,1453,445,124,210,6942,15368,27043,21880,24225,24535,24651,24259,28863,31740,34359,32890,25900,17339,11415,6861,3560,976,134,137
PERRY,42,87,130,117,155,133,122,134,182,196,200,193,237,163,105,63,41,8,,,334,713,765,719,887,983,1110,1212,1525,1880,2216,2314,1920,1248,782,447,193,38,,
BLAIR,133,277,333,268,316,308,313,283,379,383,415,444,491,302,262,159,113,46,6,,1003,2419,2551,2264,2610,2864,3105,3187,3980,4505,5613,5861,5136,3415,2489,1442,820,281,38,
NORTHUMBERLAND,73,149,193,176,190,162,175,157,180,218,203,179,187,143,109,73,58,13,,,769,1803,2110,2150,2490,2775,2740,2954,3505,4260,4825,4845,4176,2904,2057,1290,647,191,23,
MONTOUR,26,44,44,58,60,42,42,41,45,59,69,51,47,26,27,30,24,,,,323,590,524,727,1020,884,771,712,814,1018,1150,1142,944,676,499,369,189,53,9,
CHESTER,2031,3204,2703,2521,2838,2818,2727,2453,2761,2796,3060,3480,3008,2068,1342,1032,569,202,32,,11213,22651,18038,17455,20098,22346,23164,23241,26449,27842,27800,24677,20018,14561,9423,5481,2988,890,124,9
NORTHAMPTON,418,991,1425,1050,1086,1004,938,902,993,1118,1186,1194,1064,621,444,346,257,84,17,,4609,10360,10703,9582,10585,10960,11501,11886,14467,15936,17076,16223,14033,9905,6411,3995,2231,671,103,9
WYOMING,25,62,85,69,77,83,56,74,93,94,110,117,119,83,65,45,21,12,,,304,735,710,627,676,728,734,833,1109,1366,1551,1500,1349,969,568,294,113,31,,
BUCKS,1300,2607,2593,2278,2559,2726,2660,2511,3132,3785,4269,5002,4453,2945,1795,1086,633,209,35,10,11561,22392,19372,17007,18968,21610,22404,22536,28268,32145,34310,30604,24736,17257,11295,7334,3891,1192,143,19
JEFFERSON,29,80,82,80,94,110,89,84,100,100,137,144,126,89,78,60,51,16,,,251,636,725,643,736,874,941,1029,1278,1590,2145,2255,1879,1345,1035,633,334,103,16,
MONROE,260,511,665,539,550,478,507,477,568,680,644,711,556,327,190,130,81,28,,,2168,5092,5275,4315,4291,4554,4881,5551,7114,8856,9269,8296,6427,4226,2639,1496,686,172,20,
BRADFORD,30,87,124,94,106,87,101,98,101,144,177,245,237,177,123,78,46,9,,,415,929,906,906,950,947,1006,1128,1570,1922,2343,2347,2020,1620,1153,615,273,86,9,
CUMBERLAND,414,1385,1287,1312,1431,1466,1348,1267,1428,1419,1485,1405,1353,1161,777,513,235,77,9,,3689,6994,7223,7494,9010,9898,9881,9221,10440,11104,12458,12340,11159,7337,4852,3019,1666,531,72,9
CLINTON,15,45,120,121,92,84,78,87,91,108,122,136,122,82,91,54,35,15,,,212,614,876,710,707,758,854,947,1216,1367,1676,1665,1392,957,718,442,235,74,11,
UNION,35,96,143,64,86,87,66,79,74,64,88,71,75,65,47,49,38,11,5,,438,1094,1365,764,884,1117,1081,1165,1439,1611,1810,1821,1697,1252,916,607,316,101,7,
MONTGOMERY,2013,3601,3896,3926,4490,4917,4537,4150,4695,5087,5590,6376,5631,4029,2750,1931,1160,386,70,19,18373,32804,24793,26016,30825,33832,33382,31315,35919,38599,40267,36794,29405,21129,14392,9605,5717,1882,262,44
YORK,652,1206,1440,1402,1418,1422,1301,1195,1408,1246,1315,1194,1070,787,585,422,238,85,13,,5325,11731,10628,10292,12058,13284,14087,14487,17655,20063,21852,21023,18172,12419,8179,5081,2533,759,99,11
SCHUYLKILL,163,314,394,360,391,372,371,337,396,439,442,489,418,259,189,169,128,73,6,,1417,3199,3287,3366,3905,4222,4576,4995,5934,6791,7615,7815,6573,4453,2859,1783,973,268,31,
CRAWFORD,70,166,235,227,214,186,204,209,198,245,267,354,333,222,155,93,51,25,,,608,1580,1960,1465,1711,1876,1968,2083,2602,3086,3864,3906,3448,2503,1685,971,542,169,26,
SUSQUEHANNA,31,60,64,60,67,76,67,56,84,103,118,143,153,89,64,39,23,10,,,279,708,672,488,618,650,769,772,1105,1421,1751,1776,1544,1114,722,437,210,58,12,
BUTLER,209,404,591,552,660,577,605,536,578,644,733,680,644,442,327,222,128,48,,,2533,5428,5370,4847,5638,6838,6816,6741,8418,9309,10611,10156,8159,5406,3853,2352,1296,385,54,5
LAWRENCE,75,194,272,237,227,251,259,267,312,294,374,518,447,370,267,187,127,30,8,,672,1715,1686,1552,1757,2042,2260,2259,3074,3475,4374,4330,3645,2370,1751,1095,567,175,32,
WAYNE,63,126,170,189,171,158,161,143,170,208,240,292,327,295,184,103,49,22,,,583,1240,1478,1137,1202,1306,1337,1520,1943,2407,2806,2826,2466,1698,1080,588,271,63,6,
FULTON,,17,18,25,26,17,16,19,19,27,22,12,16,18,12,5,,,,,31,110,106,118,135,135,189,201,296,336,454,510,456,350,269,126,60,20,,
JUNIATA,8,37,31,22,39,40,41,37,43,44,44,40,34,26,32,18,14,9,,,116,348,373,281,346,373,454,476,669,785,928,1044,916,666,534,345,147,63,5,
POTTER,19,55,37,30,40,21,39,39,44,42,77,92,91,78,51,18,9,5,,,76,180,185,155,191,204,233,261,360,489,615,637,631,412,280,155,82,25,7,
FOREST,,8,6,14,14,13,7,14,30,25,23,35,38,28,19,11,,,,,18,60,152,364,498,484,417,328,384,431,400,417,325,232,170,84,31,5,,
LUZERNE,456,933,1188,1176,1142,998,948,933,1064,1070,1016,1061,931,686,451,363,231,92,16,,4281,9363,9376,9016,10303,10911,11353,11888,14308,16065,16885,16043,13872,9386,6239,3762,2159,628,81,8
