County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
CLINTON,34,75,118,118,92,86,90,101,119,122,124,100,55,42,41,31,11,7,,,181,568,792,619,640,701,774,877,1125,1297,1599,1615,1363,913,677,427,224,70,10,
SOMERSET,94,165,189,157,162,167,169,150,200,245,292,298,255,196,153,118,79,23,,,331,832,1058,1087,1403,1560,1619,1743,2156,2498,3223,3464,3102,1950,1470,934,491,128,14,
WASHINGTON,478,734,761,667,713,765,680,697,741,787,900,1002,791,490,326,210,138,46,10,,2256,5033,4859,4380,5257,6383,6808,6820,8344,9947,11593,11257,9662,6184,4284,2636,1424,431,44,
CHESTER,2536,3641,2760,2506,2666,2621,2472,2306,2658,2627,2674,2569,2120,1391,973,691,409,159,31,5,10476,21472,17068,16422,19049,21432,22250,22465,25649,27057,26986,23895,19419,13991,9135,5308,2906,847,117,9
OUT-OF-STATE,3583,7513,9916,7462,7626,7484,7080,6882,7794,8451,8752,9081,8193,5383,3568,2126,1131,355,103,215,6720,15414,26394,21368,23439,23924,24397,24079,28526,31513,33942,32618,25980,17086,11383,6763,3476,920,122,151
FULTON,,24,15,16,21,18,16,17,21,27,31,16,17,9,7,8,,,,,29,83,93,100,116,114,164,175,263,302,407,476,443,332,260,118,59,17,,
WYOMING,42,75,88,89,90,89,60,77,84,100,109,98,75,65,45,33,19,13,,,285,684,642,563,598,665,689,776,1047,1307,1503,1445,1311,923,552,273,110,25,,
SUSQUEHANNA,33,82,77,73,78,70,75,48,78,98,117,101,96,63,52,27,15,10,,,267,661,592,438,563,601,721,741,1053,1375,1690,1736,1505,1081,694,422,205,56,10,
PIKE,139,312,284,189,180,182,200,214,266,279,329,310,349,290,202,102,48,16,,,574,1410,1199,896,918,950,1148,1293,1916,2522,2831,2646,2323,1535,1004,494,219,49,5,
LEBANON,217,380,415,362,390,376,381,374,318,371,354,281,259,233,184,152,101,40,7,,1442,3139,2864,2613,3137,3459,3787,3967,4547,5283,5883,6159,5395,3697,2637,1703,925,291,59,
ELK,46,84,86,86,82,73,65,59,102,107,119,83,74,38,47,46,26,22,8,,175,503,603,495,610,645,695,769,1196,1488,1730,1644,1452,914,741,481,232,65,9,
VENANGO,71,151,124,99,130,124,114,134,153,169,217,200,169,110,79,50,34,8,,,293,764,769,635,804,978,997,1154,1419,1845,2366,2418,1895,1245,835,480,250,75,12,
MERCER,188,356,276,261,251,247,246,255,318,313,343,324,216,195,134,98,63,26,12,,649,1769,2036,1811,2085,2344,2396,2677,3540,4402,5352,5382,4645,3324,2378,1454,866,279,36,
POTTER,27,56,37,23,36,24,34,38,46,49,81,72,77,46,45,18,7,5,,,60,164,165,134,171,177,222,224,333,439,582,597,591,382,255,147,76,24,7,
FAYETTE,205,374,369,364,330,275,352,353,426,398,418,382,345,214,151,94,72,24,7,,870,2108,2324,2314,2682,2947,3251,3562,4534,5343,6711,7047,6053,3892,2662,1588,864,264,27,
MONTGOMERY,2544,4133,3959,3715,4123,4345,3939,3768,4141,4344,4521,4675,3870,2796,1950,1425,887,330,50,17,17566,31062,23198,24197,28882,31951,31556,29966,34350,37171,38722,35212,28237,20120,13877,9256,5494,1732,246,45
BUCKS,1939,3285,2635,2197,2432,2414,2418,2294,2752,3115,3140,3078,2810,1797,1194,809,451,151,26,9,10553,20747,18098,15600,17542,20300,21135,21531,27173,30920,33084,29264,23745,16395,10846,7040,3720,1131,135,20
INDIANA,122,210,260,200,191,181,216,189,180,236,271,256,194,112,114,79,55,19,6,,433,1171,1739,1308,1379,1604,1657,1711,2252,2742,3515,3730,3216,2115,1611,861,394,105,19,
