County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
CLINTON,40,73,120,121,99,91,87,94,124,117,124,105,61,47,42,31,13,7,,,161,555,769,591,616,670,757,856,1098,1282,1577,1597,1344,901,668,423,222,70,8,
WAYNE,119,167,204,175,173,160,149,164,181,198,205,220,265,200,137,82,40,22,,,509,1132,1370,1001,1070,1197,1244,1380,1806,2309,2694,2667,2338,1558,1012,530,247,54,5,
LEHIGH,1167,1781,1825,1746,1814,1637,1586,1380,1394,1482,1436,1214,924,528,332,310,268,95,13,,5580,11981,11621,11954,13599,14565,15086,15163,17044,19114,20336,18412,15424,10525,7136,4707,2521,742,107,
SNYDER,47,90,86,73,68,64,84,63,95,122,97,88,68,70,44,20,17,,,,212,637,665,496,630,657,742,875,1120,1298,1438,1566,1406,1050,698,409,201,63,7,
GREENE,51,98,87,70,67,69,70,89,97,113,138,141,123,70,41,27,19,9,,,135,388,499,598,782,758,849,883,1074,1230,1534,1725,1424,932,523,308,160,47,,
OUT-OF-STATE,3777,7345,9547,7331,7522,7385,7081,6855,7720,8396,8669,8983,8079,5250,3483,2105,1127,349,100,217,6195,14818,25654,20727,22813,23317,23788,23566,28019,30945,33463,32234,25581,16865,11262,6655,3432,900,121,151
FAYETTE,247,418,361,326,349,288,337,357,442,424,433,396,355,237,159,97,75,26,7,,769,1981,2214,2198,2552,2855,3150,3437,4396,5213,6565,6941,5954,3788,2610,1553,849,255,25,
CHESTER,2880,3935,2843,2560,2744,2705,2532,2365,2691,2674,2662,2576,2089,1356,971,677,399,161,29,5,9882,20788,16636,16061,18654,21025,21946,22190,25358,26778,26741,23715,19277,13836,9052,5252,2883,831,112,8
CENTRE,242,707,1816,591,430,353,291,286,299,309,280,252,235,160,112,93,62,20,,,1784,4094,9434,6092,5609,5298,5148,4837,5509,6059,6365,6303,5304,3650,2547,1621,759,243,34,
MERCER,197,359,277,260,249,239,231,245,315,339,339,330,221,192,136,101,66,26,12,,578,1665,1967,1740,2011,2292,2334,2614,3484,4318,5279,5323,4616,3276,2354,1439,857,276,34,
BLAIR,253,400,347,276,268,280,282,271,367,369,398,323,373,210,187,108,75,43,,,787,2032,2244,2026,2344,2635,2883,2969,3703,4334,5405,5661,4952,3204,2390,1370,796,250,35,
SOMERSET,107,151,184,140,163,160,149,164,217,263,301,301,261,200,157,123,83,23,,,283,795,1027,1065,1356,1521,1570,1703,2093,2424,3178,3414,3063,1907,1452,913,481,127,14,
CRAWFORD,132,230,246,213,216,189,199,185,192,240,219,197,161,114,95,54,38,10,9,,508,1435,1750,1281,1496,1677,1800,1927,2420,2935,3656,3760,3329,2395,1616,919,518,158,18,
CLARION,42,74,88,96,89,85,76,84,96,118,121,119,103,70,50,41,22,10,5,,170,402,629,524,565,605,710,701,1005,1270,1684,1697,1395,1023,803,496,216,55,10,
WARREN,73,140,123,105,121,149,123,110,150,213,205,239,211,159,102,79,42,17,,,213,573,537,513,602,716,705,760,1060,1414,1770,1818,1487,1018,695,422,196,67,,
INDIANA,124,192,251,182,189,166,197,175,202,219,270,254,182,118,115,78,56,20,5,,384,1112,1687,1276,1318,1579,1614,1671,2198,2707,3476,3698,3195,2091,1594,853,391,102,19,
BUCKS,2346,3602,2790,2325,2508,2504,2442,2379,2820,3194,3140,3036,2730,1749,1173,787,446,151,26,10,9866,19917,17536,15091,17055,19797,20688,21176,26690,30521,32729,28969,23536,16170,10711,6972,3671,1106,134,19
WASHINGTON,541,768,752,648,745,804,663,679,752,835,914,1026,778,531,340,211,144,44,10,,2081,4822,4672,4241,5046,6187,6628,6663,8152,9757,11366,11054,9543,6018,4204,2608,1393,418,43,
WESTMORELAND,769,1169,1077,968,974,1000,951,920,1267,1296,1455,1406,1216,739,573,367,288,95,20,5,2970,7187,7448,6846,7737,8726,9289,9794,12702,15251,18784,18762,16147,10601,7446,4743,2562,712,88,13
PERRY,84,139,137,99,139,135,113,130,165,203,208,212,263,145,117,62,29,10,,,264,582,655,624,737,862,1009,1089,1394,1755,2086,2217,1849,1204,738,437,177,34,,
BUTLER,430,644,590,521,561,546,510,489,555,565,623,472,380,244,191,146,95,39,,,2161,4848,4836,4308,5154,6294,6321,6303,7901,8876,10272,9788,7943,5194,3698,2263,1252,359,51,
LAWRENCE,184,323,285,275,247,275,282,276,304,309,312,324,254,194,132,114,60,18,5,,462,1366,1480,1322,1527,1766,1971,2032,2795,3215,4217,4112,3478,2258,1685,1059,548,165,27,
BERKS,1361,1894,1704,1578,1587,1471,1469,1540,1523,1628,1504,1550,1541,994,726,613,418,138,33,5,4644,10754,10446,9547,10958,12288,12872,13657,16480,18958,19837,17902,15013,9950,6621,4285,2207,577,80,11
WYOMING,54,90,84,101,89,81,65,77,89,104,115,102,78,65,49,33,18,13,,,263,654,626,533,572,646,667,764,1017,1292,1468,1415,1297,913,539,270,106,25,,
MIFFLIN,57,92,92,92,90,92,93,103,94,125,81,100,89,57,58,32,24,7,,,202,564,657,600,721,785,900,977,1329,1629,1919,2054,1958,1456,1091,673,304,102,10,
BEDFORD,48,83,122,110,94,93,113,120,102,118,156,123,99,64,67,54,13,,,,109,345,465,392,465,554,638,760,1041,1314,1794,1918,1641,1262,934,561,248,55,6,
CAMERON,14,11,9,14,16,19,19,14,15,15,15,19,19,13,,5,,,,,16,55,64,53,47,84,85,88,108,216,263,284,268,160,131,72,43,11,,
BRADFORD,77,144,120,108,112,95,103,109,125,134,154,137,114,117,79,45,29,9,,,307,774,764,722,811,803,902,1011,1432,1810,2174,2234,1951,1562,1094,592,269,75,8,
FOREST,5,7,8,10,8,11,9,18,35,21,28,21,18,20,12,10,,,,,14,47,146,361,491,464,405,315,357,420,389,417,313,221,166,81,23,5,,
CLEARFIELD,100,178,168,148,178,163,151,145,215,227,227,199,163,131,91,50,43,12,,,338,1018,1334,1342,1665,1751,1813,2099,2548,3080,3544,3611,3078,2139,1624,940,421,130,15,
BEAVER,382,545,466,441,503,528,588,578,575,632,724,529,360,189,149,106,74,28,,,1198,2877,2945,3071,3718,4228,4405,4265,5370,6744,8063,8119,6825,4512,3367,2043,1090,272,24,
ADAMS,178,326,303,218,249,240,239,231,251,274,278,245,216,158,100,69,35,16,,,797,1925,2039,1543,1829,2072,2178,2458,3097,3894,4448,4809,4480,3018,2004,1177,545,146,23,
LUZERNE,837,1377,1179,1128,1213,1047,1046,974,1132,1134,973,913,747,503,386,276,206,78,14,,3453,8128,8330,7913,9103,9800,10427,11031,13379,15182,16192,15398,13457,8844,5971,3616,2065,570,75,7
COLUMBIA,120,219,215,174,181,179,141,142,170,200,163,162,130,96,63,57,40,25,,,625,1361,1511,1424,1649,1778,1768,2050,2406,2846,3345,3378,2869,2026,1343,876,473,124,24,
CUMBERLAND,751,1699,1311,1253,1399,1364,1282,1216,1331,1327,1361,1024,1023,901,638,411,226,62,10,,3097,6196,6541,6698,8053,9045,9041,8564,9651,10508,11816,11802,10637,6735,4523,2810,1546,492,62,9
NORTHUMBERLAND,158,247,250,275,315,285,269,241,253,249,254,168,173,120,92,68,57,12,,,606,1540,1760,1768,2089,2383,2392,2658,3237,3956,4572,4715,4054,2735,1968,1224,613,170,20,
MONTOUR,47,53,58,57,58,54,40,55,53,63,70,41,34,20,16,17,16,,5,,290,530,435,646,930,830,718,659,752,946,1093,1123,905,645,480,353,174,49,8,
DAUPHIN,835,1200,1207,1292,1209,1172,1069,990,1109,1125,1022,915,826,531,348,279,141,56,16,,3215,6931,6771,7880,8506,8899,8907,9050,10876,11914,13439,12833,10536,6354,4214,2653,1297,368,49,7
MONTGOMERY,3046,4434,4029,3778,4187,4469,4027,3844,4193,4331,4521,4639,3755,2678,1901,1414,880,324,49,16,16695,30133,22599,23584,28221,31308,30978,29489,33864,36741,38375,34798,28041,19860,13734,9170,5434,1693,240,46
LYCOMING,180,332,327,332,349,309,281,291,333,389,390,318,265,187,137,110,84,26,,,637,1780,2110,2013,2460,2718,2664,2732,3513,4242,5244,5469,4673,3102,2101,1395,698,217,33,
FRANKLIN,325,448,406,371,404,333,351,373,349,395,383,284,262,199,162,123,70,48,5,,973,2280,2183,1930,2423,2778,2894,3207,3759,4324,5107,5739,5577,4128,2885,1858,942,269,36,
UNION,86,147,128,76,88,98,75,85,87,96,86,68,74,60,51,42,36,10,,,352,979,1276,656,765,988,988,1064,1347,1511,1718,1763,1612,1189,870,572,301,96,6,
LACKAWANNA,614,940,780,791,819,756,728,657,793,804,773,685,640,401,366,271,171,80,17,,3083,6437,6638,6336,7306,7857,7688,7721,9522,10559,11631,10819,9329,6340,4341,2723,1441,468,55,5
NORTHAMPTON,764,1398,1609,1165,1234,1160,1121,1007,1231,1274,1365,1226,1067,509,375,287,201,64,17,,4103,9388,9590,8529,9500,10034,10638,11218,13626,15101,16404,15655,13543,9485,6149,3876,2124,625,88,9
CAMBRIA,242,416,427,342,373,355,317,358,413,454,482,444,339,249,186,143,129,52,10,,777,2112,2320,2199,2378,2591,2959,3342,4093,4993,6643,7328,6175,4051,2712,1785,953,279,38,
PIKE,154,330,274,183,171,173,194,202,269,280,321,293,346,291,203,100,46,16,,,536,1352,1175,854,890,920,1117,1266,1867,2460,2806,2610,2294,1501,993,490,211,49,5,
JEFFERSON,64,146,99,80,84,86,104,92,107,128,140,143,129,75,59,43,44,9,,,184,509,639,557,658,796,856,932,1189,1518,2064,2152,1823,1313,1006,625,323,97,16,
FULTON,,20,14,19,23,17,10,14,26,32,28,14,22,6,8,5,,,,,26,77,92,94,110,111,160,171,245,293,394,470,437,327,256,119,59,16,,
YORK,1078,1621,1365,1293,1409,1377,1273,1229,1439,1301,1319,929,830,607,470,349,239,72,11,,4424,10267,9352,8866,10565,11853,12631,13346,16305,18689,20790,20237,17539,11837,7775,4849,2357,715,81,10
MCKEAN,85,221,160,146,118,132,147,189,229,276,324,309,224,151,114,66,45,13,,,221,629,643,561,626,723,782,916,1130,1310,1648,1634,1219,844,593,372,201,63,6,
DELAWARE,2035,3109,2919,2271,2589,2420,2311,2117,2244,2437,2435,2102,1632,1061,805,653,413,156,30,,9828,18924,16024,15296,18094,20233,19973,19205,22269,25200,27205,24937,19332,13422,8721,5931,3244,1051,147,8
ERIE,685,1011,1021,840,847,833,717,642,708,830,779,627,508,355,239,218,152,69,5,,2898,6647,7658,7335,7885,8364,8279,8500,10396,11678,13575,12839,10068,6514,4409,2611,1432,463,72,9
LANCASTER,1242,1626,1676,1532,1656,1481,1343,1249,1416,1521,1446,1292,1077,870,713,620,443,190,41,,5451,13246,14613,13831,15579,16065,15975,16040,18522,21929,24321,23803,20832,14883,10873,7234,3984,1266,199,9
ALLEGHENY,3284,5144,6332,5743,5636,5001,4161,3781,4226,4578,4963,5305,4531,2685,2066,1403,969,316,52,23,15635,32253,41741,49810,55520,53109,46818,42084,48833,55721,65576,61945,49343,31519,22600,14442,8418,2512,312,77
POTTER,26,58,39,27,32,26,35,28,42,49,79,71,70,44,45,18,7,5,,,57,153,155,127,166,167,210,217,322,434,573,589,588,376,252,143,76,24,7,
JUNIATA,24,47,33,28,32,37,44,48,47,61,59,51,44,28,35,18,10,7,,,86,290,330,233,289,329,394,435,624,735,896,975,884,635,526,310,145,57,,
MONROE,455,735,777,578,593,531,542,558,657,746,670,584,423,253,145,103,75,19,,,1793,4496,4636,3743,3739,3979,4426,5063,6619,8270,8788,7850,6118,4009,2551,1429,643,162,20,
SULLIVAN,,13,11,21,26,12,30,16,19,38,53,61,61,64,47,23,9,,,,16,54,80,63,78,78,95,106,188,266,379,370,351,229,181,105,40,10,,
