County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
LYCOMING,96,267,257,210,223,194,177,202,254,324,317,318,277,203,141,126,88,25,,,454,1446,1882,1867,2273,2545,2491,2614,3304,4019,5018,5280,4514,2972,2005,1337,671,212,31,
WYOMING,35,60,73,65,66,72,50,74,72,85,107,92,76,74,44,28,16,10,,,219,565,555,498,530,595,618,720,961,1232,1413,1364,1264,890,509,263,101,24,,
SOMERSET,67,139,119,101,99,118,103,131,157,182,255,290,243,205,149,124,78,23,,,206,653,907,938,1227,1419,1455,1602,1985,2330,3098,3296,2961,1848,1399,884,466,121,13,
ERIE,524,894,772,622,661,616,550,524,557,705,703,583,469,327,229,228,156,79,6,,2238,5821,7125,6864,7489,7917,7866,8121,10030,11294,13149,12533,9769,6332,4267,2495,1368,433,67,9
CLARION,30,59,70,54,69,57,60,61,72,100,92,119,100,62,46,40,20,10,5,,120,320,550,465,520,536,636,664,937,1198,1609,1633,1347,976,794,464,212,51,10,
SNYDER,40,100,75,47,50,51,57,48,74,103,87,95,102,94,62,30,20,,,,158,531,584,464,579,622,685,833,1068,1234,1392,1513,1337,995,667,384,189,58,7,
MERCER,151,305,213,156,160,162,171,202,230,274,286,302,187,167,125,93,66,21,12,,414,1346,1772,1575,1863,2161,2165,2475,3307,4135,5151,5193,4527,3218,2274,1418,841,260,34,
BERKS,980,1597,1443,1212,1261,1221,1277,1344,1429,1510,1491,1503,1559,963,732,615,406,126,33,6,3321,9048,9280,8619,10029,11366,11892,12742,15366,17975,18853,17192,14484,9627,6349,4120,2114,534,72,10
JEFFERSON,33,86,72,55,64,73,58,69,84,104,116,125,119,73,59,41,41,8,,,133,422,577,515,613,741,799,894,1132,1444,1999,2100,1770,1280,990,616,313,92,15,
TIOGA,45,112,71,61,60,64,59,67,86,84,126,104,124,95,72,58,23,,,,212,569,498,448,486,568,658,705,919,1145,1594,1742,1525,1114,886,430,161,45,10,
VENANGO,45,100,96,67,86,91,97,100,121,138,208,179,164,98,76,45,33,7,,,180,602,706,556,711,887,892,1041,1339,1715,2268,2316,1848,1181,810,472,232,70,12,
LUZERNE,567,1041,982,809,927,746,875,801,979,894,878,811,671,453,374,259,193,77,14,,2629,6932,7484,7231,8337,9150,9696,10448,12708,14565,15757,15007,13114,8600,5790,3512,1999,540,71,7
FOREST,,5,6,7,,6,6,5,28,15,19,20,17,20,12,10,,,,,11,38,123,305,422,403,366,282,332,377,371,404,302,212,163,78,21,5,,
FULTON,,14,12,12,13,7,6,8,13,21,18,16,14,7,7,,,5,,,21,65,83,92,103,107,155,173,225,285,378,447,431,315,251,112,58,16,,
CHESTER,2461,3549,2516,2276,2414,2460,2347,2255,2601,2604,2665,2523,2046,1278,936,656,392,149,30,,7984,18480,15298,15015,17636,19981,20902,21219,24243,25735,25819,23076,18869,13448,8786,5101,2768,804,106,8
CARBON,62,185,212,142,160,162,159,176,210,273,262,264,200,110,70,40,26,8,,,439,1118,1232,1120,1339,1483,1659,1956,2495,2928,3434,3340,2783,1994,1218,744,386,116,17,
MIFFLIN,37,63,73,43,58,53,71,58,71,86,72,92,82,65,44,35,21,7,,,134,451,557,551,649,732,816,908,1254,1524,1827,1977,1909,1395,1064,652,292,99,9,
POTTER,29,52,34,21,24,20,22,18,32,41,69,68,74,39,43,15,7,5,,,35,122,134,118,155,156,205,202,307,426,539,566,561,360,243,134,70,22,6,
BUCKS,2179,3421,2594,1955,2118,2281,2319,2224,2692,3095,3055,2846,2468,1555,1086,747,430,147,24,9,7717,16972,15666,13706,15671,18307,19290,19990,25192,29141,31352,28082,22861,15692,10370,6768,3539,1046,126,19
GREENE,38,74,56,32,47,52,61,68,78,97,114,134,112,71,37,24,18,8,,,104,305,456,522,680,673,787,810,1016,1169,1491,1701,1387,909,511,299,158,45,,
PERRY,59,121,99,76,112,98,84,112,140,174,191,177,248,158,112,64,29,9,,,180,464,577,580,660,823,949,1007,1322,1661,2028,2130,1822,1139,711,417,165,35,,
CAMERON,,15,15,17,12,17,18,8,12,11,13,11,16,12,,5,,,,,10,35,51,44,45,76,78,88,102,212,253,284,263,157,129,68,43,10,,
WESTMORELAND,540,1028,784,685,651,703,703,719,993,1056,1235,1276,1087,664,526,341,269,94,16,5,2122,5873,6690,6311,7191,8130,8652,9193,11906,14378,17973,18022,15546,10143,7162,4546,2454,670,84,12
NORTHAMPTON,643,1253,1318,841,880,875,928,839,1034,1151,1284,1194,1017,495,368,277,191,61,13,,3254,8242,8724,7915,8875,9399,9987,10662,12964,14432,15834,15159,13136,9217,5964,3788,2045,581,81,8
BEAVER,324,463,395,334,384,432,504,480,487,615,679,518,371,185,143,101,70,22,,,865,2407,2569,2752,3331,3853,4012,3963,4996,6320,7698,7772,6570,4379,3262,1973,1047,260,22,
CUMBERLAND,534,1535,1113,1016,1136,1166,1077,1087,1203,1192,1266,988,990,878,619,378,214,62,7,,2386,5270,5918,6150,7429,8513,8397,8053,9060,9943,11331,11373,10306,6399,4308,2722,1466,465,61,9
