County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
WYOMING,38,63,92,84,88,90,65,86,76,93,107,100,80,67,51,30,17,11,,,295,721,669,591,631,704,705,801,1084,1348,1529,1469,1329,941,561,281,112,28,,
LANCASTER,830,1355,1771,1611,1672,1473,1263,1235,1341,1462,1381,1347,1146,875,728,616,435,190,41,,6221,14254,15478,14751,16642,16959,16833,16786,19293,22627,25051,24288,21290,15367,11164,7439,4181,1343,218,10
INDIANA,80,151,245,197,183,196,199,194,179,232,269,264,216,132,130,85,63,19,6,,486,1251,1822,1375,1446,1665,1713,1774,2325,2779,3570,3754,3268,2156,1638,870,398,110,19,
LAWRENCE,105,227,251,231,221,252,237,268,295,300,304,354,294,226,173,134,73,16,6,,632,1607,1631,1479,1691,1953,2169,2164,2974,3395,4328,4234,3563,2311,1735,1082,560,172,30,
PIKE,127,314,257,201,191,196,217,212,266,271,325,331,377,304,222,109,46,19,,,598,1472,1259,946,953,990,1190,1320,1979,2566,2877,2693,2339,1573,1012,499,229,49,6,
COLUMBIA,70,155,197,156,159,160,115,106,159,164,147,143,118,94,65,57,39,24,,,711,1528,1645,1589,1804,1888,1900,2156,2546,2992,3448,3456,2939,2088,1370,908,481,125,26,
FOREST,,11,6,16,8,12,9,12,23,17,28,24,21,22,13,13,,,,,16,56,153,362,501,473,413,329,382,428,396,427,323,223,163,88,26,5,,
CUMBERLAND,471,1487,1264,1215,1378,1364,1251,1215,1298,1287,1378,1122,1146,978,678,430,229,67,9,,3604,6785,6996,7182,8666,9597,9556,8995,10156,10929,12197,12145,10904,7040,4684,2928,1624,510,71,9
YORK,771,1345,1432,1398,1381,1347,1280,1162,1347,1273,1275,1078,925,704,522,362,246,80,11,,5091,11324,10115,9714,11472,12736,13531,14061,17191,19530,21474,20730,17959,12211,7995,4984,2442,744,87,11
MONTOUR,26,46,46,53,52,45,39,42,42,58,56,37,40,23,20,19,17,,5,,319,575,495,697,989,870,751,696,795,997,1135,1134,935,664,485,365,183,50,8,
MIFFLIN,33,76,87,97,95,90,103,93,96,114,81,85,80,59,45,30,26,8,,,252,639,730,693,806,852,979,1041,1407,1733,1971,2125,2011,1489,1129,701,306,107,13,
MONROE,300,553,724,589,571,497,538,475,608,686,630,598,449,247,151,108,76,20,,,2108,4954,5058,4106,4103,4372,4706,5414,6983,8664,9100,8128,6309,4142,2604,1472,667,169,18,
CLARION,38,58,80,97,106,85,76,89,93,119,108,122,120,74,50,38,23,12,5,,209,451,667,562,610,656,767,735,1042,1324,1720,1743,1429,1047,817,512,222,58,10,
SOMERSET,84,121,155,175,137,167,159,161,186,232,280,306,256,206,150,117,83,23,,,365,910,1144,1130,1470,1607,1699,1785,2200,2559,3270,3513,3126,1999,1481,959,495,136,15,
LYCOMING,131,270,347,317,342,272,264,269,315,350,357,289,257,196,126,120,97,31,5,,798,2017,2299,2258,2675,2962,2901,2922,3731,4423,5465,5607,4816,3211,2169,1451,730,231,36,
VENANGO,57,115,120,94,128,132,133,128,151,159,215,231,190,152,92,55,36,8,,,325,824,805,684,856,1006,1039,1189,1472,1900,2430,2468,1933,1288,850,495,258,78,12,
CLEARFIELD,67,134,147,146,140,164,144,156,207,204,219,222,176,135,97,53,44,12,,,421,1145,1449,1433,1794,1828,1924,2185,2666,3201,3628,3686,3149,2199,1667,973,432,133,18,
MERCER,160,324,281,258,246,249,232,251,305,318,358,421,309,261,170,117,79,27,13,,732,1876,2148,1902,2176,2428,2479,2745,3635,4468,5437,5439,4702,3375,2400,1465,878,282,38,
BEDFORD,22,81,100,85,87,80,89,102,89,110,147,116,89,74,60,55,15,,,,155,406,542,460,519,615,712,830,1102,1375,1862,1948,1684,1289,957,573,260,57,6,
LACKAWANNA,471,844,782,751,821,733,698,607,730,729,736,672,637,447,357,243,170,81,18,,3445,6956,7006,6771,7775,8252,8045,8032,9850,10924,11921,11096,9583,6570,4494,2822,1493,500,60,6
ELK,40,77,89,92,90,85,72,63,88,100,133,88,76,47,50,37,18,14,7,,195,542,629,525,632,664,720,783,1236,1518,1739,1660,1463,942,748,490,245,80,11,
WARREN,58,116,120,118,130,139,120,111,160,212,206,255,236,176,103,81,49,17,,,270,650,585,558,652,779,754,801,1118,1471,1817,1860,1505,1045,727,418,210,68,,
MCKEAN,51,202,170,159,119,128,149,197,222,268,332,309,226,157,126,66,50,12,,,272,695,704,620,688,772,830,958,1185,1347,1700,1689,1269,859,603,378,215,65,6,
HUNTINGDON,29,64,134,103,108,109,106,100,113,119,116,116,116,87,48,43,19,10,,,205,591,900,868,1148,1115,1246,1282,1481,1598,1862,1999,1786,1273,883,511,247,68,14,
CAMERON,10,11,12,19,18,19,25,13,17,18,20,11,19,11,6,,,,,,25,63,68,55,58,95,88,98,118,218,267,288,274,162,133,75,44,11,,
JUNIATA,11,50,35,25,35,42,38,36,42,39,44,42,36,27,27,13,11,7,,,108,324,358,261,325,348,435,468,649,771,927,1023,908,646,536,332,147,62,,
BLAIR,168,374,322,257,279,278,273,265,322,352,397,359,378,232,198,115,81,45,6,,948,2296,2437,2186,2497,2783,3023,3098,3885,4455,5523,5768,5047,3310,2440,1403,807,265,35,
PHILADELPHIA,1468,2613,3232,4753,5682,4653,3855,3220,3748,3927,4278,3997,3583,2607,1649,894,428,153,24,7,4861,8215,8385,14133,15237,12606,10804,9552,10138,10706,10351,8386,6545,4837,3253,2048,1077,343,51,30
CARBON,55,189,266,185,191,204,198,197,214,256,267,246,194,115,73,47,32,8,,,682,1523,1491,1349,1609,1721,1842,2198,2748,3205,3614,3581,2932,2150,1283,775,408,130,18,
ERIE,495,875,959,827,894,864,711,667,735,820,808,947,880,554,357,277,173,73,5,,3303,7226,8149,7791,8300,8813,8698,8793,10741,12006,13882,13158,10297,6659,4536,2669,1475,486,73,9
POTTER,27,58,36,29,40,29,32,27,40,48,81,80,89,52,43,16,9,5,,,66,173,170,144,182,187,231,249,352,462,595,610,599,399,268,150,79,23,7,
SUSQUEHANNA,29,65,76,64,76,74,69,56,82,110,103,94,104,70,56,27,18,10,,,277,700,621,469,591,622,750,750,1068,1390,1733,1758,1509,1100,702,425,208,57,10,
SNYDER,28,76,89,57,61,70,68,49,70,115,83,71,65,68,40,20,13,,,,248,688,735,571,678,720,783,920,1188,1372,1489,1614,1449,1084,717,421,207,66,7,
FAYETTE,166,338,348,378,355,338,383,361,443,457,458,484,475,265,200,128,86,28,8,,940,2238,2478,2477,2822,3052,3356,3675,4688,5451,6823,7148,6113,3956,2697,1603,885,268,29,
BEAVER,275,442,443,424,496,542,599,550,536,595,741,605,494,292,202,134,83,28,,,1447,3272,3198,3348,4001,4530,4694,4507,5688,7041,8347,8347,6945,4646,3416,2105,1133,282,29,
BUCKS,1460,2843,2575,2140,2463,2393,2373,2311,2769,3211,3400,3794,3608,2330,1444,921,516,162,27,8,11402,21900,18851,16385,18326,21056,21803,22104,27718,31620,33715,29855,24077,16732,11025,7172,3775,1159,137,19
LUZERNE,575,1053,1147,1123,1108,1032,984,944,1044,1068,961,947,796,575,397,296,205,71,16,,4090,9029,9034,8592,9911,10491,11021,11551,14001,15749,16604,15746,13671,9169,6124,3680,2122,607,78,7
ALLEGHENY,2615,4539,6149,5886,5923,5151,4270,3682,4129,4486,5097,5850,5433,3423,2496,1645,1116,368,58,23,17172,34392,44045,52170,57934,55359,48768,43605,50447,57269,66984,63400,50424,32402,23152,14776,8674,2626,336,68
SULLIVAN,,11,17,12,21,10,23,18,12,42,45,57,64,64,47,23,9,,,,23,60,79,78,88,88,110,111,201,272,389,383,352,242,187,111,41,10,,
JEFFERSON,44,78,90,85,97,104,97,97,114,108,139,139,121,83,68,53,43,9,,,234,622,700,602,705,844,903,997,1233,1571,2121,2210,1867,1327,1022,635,333,104,16,
CLINTON,31,62,116,101,88,87,74,99,97,107,111,107,77,59,49,35,14,7,,,192,594,829,671,672,723,817,905,1184,1327,1636,1635,1365,933,703,435,228,70,11,
BRADFORD,51,115,143,125,128,97,107,100,111,139,166,159,144,122,89,45,32,9,,,389,878,837,833,884,885,973,1089,1526,1878,2270,2302,1982,1609,1116,617,268,81,9,
NORTHAMPTON,507,1156,1502,1072,1152,1058,1026,943,1134,1208,1225,1240,1068,551,405,306,219,74,16,,4559,10101,10347,9237,10230,10664,11179,11707,14183,15631,16855,16027,13810,9707,6263,3951,2180,645,94,9
CHESTER,2245,3454,2741,2490,2696,2619,2456,2288,2604,2543,2661,2794,2357,1586,980,703,403,158,28,5,10954,22178,17627,16981,19593,21916,22725,22909,26076,27458,27355,24239,19637,14202,9271,5390,2946,868,121,9
