County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
OUT-OF-STATE,3206,7115,10242,8241,8580,8333,7761,7435,8431,9232,10001,11395,10380,6824,4459,2564,1352,409,118,210,6876,15262,26871,21739,24013,24377,24483,24131,28676,31589,34177,32739,25788,17237,11337,6806,3536,963,132,137
MCKEAN,29,173,143,136,116,106,137,165,185,223,261,294,232,160,139,81,58,15,,,284,730,747,667,725,817,869,997,1231,1396,1779,1729,1332,902,642,388,233,63,8,
LYCOMING,89,213,312,293,326,285,285,265,291,334,329,359,287,245,170,150,108,36,7,,844,2101,2401,2365,2800,3053,2960,3009,3827,4481,5573,5650,4851,3268,2198,1482,743,239,39,
INDIANA,74,143,235,178,191,193,182,164,169,228,266,280,236,141,118,80,49,19,5,,497,1282,1876,1446,1478,1725,1768,1819,2372,2830,3627,3788,3301,2200,1666,911,434,120,20,
GREENE,36,65,78,78,83,90,87,95,118,102,118,165,135,96,53,30,23,11,,,163,458,570,675,840,807,912,954,1144,1304,1597,1774,1470,983,539,320,171,51,,
MONROE,272,503,656,541,559,460,499,465,568,654,616,655,520,292,178,120,77,25,,,2157,5068,5242,4276,4249,4520,4837,5522,7076,8791,9216,8249,6376,4199,2625,1491,682,171,20,
CAMBRIA,138,245,346,337,347,341,309,335,394,379,472,509,402,308,202,162,118,49,9,,1011,2547,2733,2513,2730,2865,3297,3632,4450,5308,6883,7591,6429,4234,2810,1837,1043,319,45,
WYOMING,25,64,82,74,77,81,57,73,83,94,111,108,106,74,59,38,20,12,,,306,728,698,621,660,719,730,825,1107,1363,1535,1487,1347,965,563,290,112,31,,
WASHINGTON,355,575,703,695,744,763,714,689,760,770,914,1073,938,623,417,265,162,51,16,,2527,5365,5247,4756,5697,6740,7188,7174,8724,10304,11853,11619,9900,6466,4399,2725,1479,445,50,
HUNTINGDON,23,60,126,97,121,118,105,95,113,108,100,111,133,98,55,48,20,10,,,206,615,948,922,1183,1165,1292,1313,1526,1640,1891,2013,1799,1286,893,512,253,72,13,
FOREST,,9,6,15,11,13,7,13,29,20,21,32,35,25,17,11,,,,,18,59,153,363,499,483,417,327,386,431,403,420,321,231,167,85,30,5,,
JEFFERSON,31,82,82,82,88,106,81,86,95,95,126,142,124,78,70,51,45,12,,,248,632,720,639,732,868,933,1024,1277,1588,2147,2240,1868,1347,1034,638,339,106,16,
DAUPHIN,482,948,1208,1358,1283,1213,1049,980,1110,1038,1091,1108,941,604,390,288,155,52,16,,3888,7830,7609,8790,9431,9769,9691,9720,11584,12523,13970,13280,10865,6768,4345,2778,1384,395,55,6
LANCASTER,719,1257,1657,1561,1595,1409,1215,1173,1286,1379,1364,1369,1188,937,762,637,453,190,42,,6423,14546,15957,15191,17155,17354,17192,17047,19595,22838,25267,24516,21440,15590,11264,7546,4241,1387,222,11
COLUMBIA,74,131,189,136,153,147,114,100,138,143,136,143,121,104,71,57,44,23,,,706,1576,1705,1665,1860,1932,1938,2169,2621,3037,3487,3483,2958,2117,1383,914,482,126,26,
CHESTER,2002,3206,2641,2403,2711,2660,2526,2278,2566,2558,2774,3134,2682,1857,1178,916,504,174,27,,11146,22561,17986,17398,20025,22274,23048,23171,26387,27784,27679,24568,19908,14454,9395,5483,2994,902,124,9
LACKAWANNA,385,719,754,738,789,720,725,611,698,723,711,710,675,490,392,258,204,101,19,,3511,7150,7153,6949,7951,8408,8207,8105,9952,10993,12032,11155,9661,6687,4543,2849,1503,518,62,6
