County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
SOMERSET,66,139,129,94,94,116,103,125,162,184,260,294,248,198,150,128,78,24,,,193,629,892,932,1219,1409,1448,1585,1978,2309,3094,3275,2947,1840,1393,881,461,120,12,
NORTHAMPTON,593,1365,1509,937,919,925,976,888,1090,1176,1342,1212,1034,485,371,276,191,59,13,,3143,7896,8365,7735,8719,9249,9842,10529,12794,14306,15689,15069,13062,9179,5933,3771,2033,574,79,8
INDIANA,87,155,201,127,107,145,134,125,150,210,252,237,185,113,119,78,55,21,5,,246,932,1462,1137,1198,1423,1485,1562,2040,2562,3347,3546,3089,2028,1537,807,373,95,17,
LEBANON,252,382,343,254,266,286,300,284,255,331,315,251,237,207,176,150,94,35,8,,885,2399,2374,2272,2721,3070,3377,3603,4152,4875,5499,5865,5183,3506,2500,1634,860,273,52,
FRANKLIN,142,327,265,218,236,217,191,240,227,276,272,227,213,156,155,120,70,42,5,,675,1762,1872,1694,2155,2498,2636,2896,3449,4022,4828,5482,5369,3945,2767,1746,860,240,34,
MIFFLIN,33,66,66,40,57,56,72,54,64,87,65,89,79,66,42,38,20,7,,,132,437,545,547,643,724,806,898,1246,1519,1806,1972,1904,1387,1055,651,292,99,8,
PIKE,130,274,232,128,113,127,153,153,229,231,284,286,322,265,190,98,44,13,,,394,1140,1044,764,823,849,996,1183,1760,2319,2658,2485,2209,1412,964,461,201,41,,
LUZERNE,518,1032,994,803,915,767,842,789,968,891,889,818,672,459,369,267,203,76,14,,2512,6732,7320,7119,8215,9027,9607,10334,12606,14468,15657,14939,13068,8545,5757,3491,1983,534,68,7
ALLEGHENY,2921,4642,5049,4581,4660,4107,3532,3264,3644,4140,4537,5022,4276,2472,1928,1334,916,293,50,17,12154,27960,38897,47107,52472,50415,44384,39987,46544,53687,63550,60248,47970,30567,21926,14063,8075,2357,290,61
TIOGA,126,208,75,62,64,74,65,71,94,96,123,104,120,95,73,61,22,,,,119,441,483,444,476,555,639,697,900,1130,1580,1732,1521,1110,879,422,163,43,10,
BRADFORD,44,104,88,67,76,62,86,76,110,122,161,123,115,107,78,46,30,7,,,214,599,673,645,721,725,797,927,1337,1681,2017,2123,1874,1508,1051,566,257,73,6,
JUNIATA,17,42,30,15,19,25,30,30,30,41,53,46,35,25,31,18,11,7,,,60,227,287,208,268,298,357,407,586,703,854,957,862,606,507,301,135,53,,
YORK,763,1344,1082,909,906,939,870,921,1088,1024,1109,830,723,602,438,324,226,75,10,,3188,8399,8128,7984,9558,10912,11592,12383,15117,17655,19631,19523,16977,11308,7470,4643,2268,654,76,7
