County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
MONTGOMERY,2788,4297,3651,3220,3732,3989,3647,3587,3995,4177,4351,4346,3409,2389,1754,1332,846,296,48,16,14591,27372,20867,22174,26687,29813,29611,28234,32534,35529,37254,33962,27527,19304,13445,8984,5261,1635,217,46
ADAMS,159,285,242,168,171,159,178,183,213,243,249,239,195,145,99,70,37,17,,,622,1676,1853,1385,1679,1941,2049,2315,2917,3714,4301,4688,4375,2897,1932,1127,524,133,22,
LUZERNE,645,1122,1035,867,954,813,905,842,1023,928,893,837,692,458,379,258,197,78,14,,2702,7095,7625,7318,8447,9237,9817,10530,12788,14661,15834,15045,13169,8650,5809,3534,2008,544,71,7
BEAVER,339,464,402,343,383,447,478,469,473,572,652,477,347,178,133,100,75,22,,,894,2485,2638,2814,3435,3924,4125,4038,5088,6432,7801,7871,6656,4404,3287,1993,1053,260,23,
BERKS,1183,1785,1476,1225,1275,1256,1292,1369,1446,1560,1502,1505,1555,963,734,616,409,125,33,6,3491,9301,9488,8807,10201,11539,12073,12903,15557,18156,19019,17334,14591,9674,6404,4141,2125,547,74,10
WYOMING,46,73,71,66,71,75,54,80,74,95,112,92,82,73,50,29,17,10,,,223,575,567,503,535,599,628,729,961,1240,1420,1382,1274,887,514,264,100,24,,
CLINTON,36,81,98,76,62,70,69,93,88,106,106,100,55,40,42,30,11,6,,,116,465,712,554,589,626,702,805,1037,1236,1550,1539,1314,887,652,415,214,65,8,
JUNIATA,18,40,33,12,16,24,30,28,35,45,53,47,42,27,31,18,12,7,,,63,244,297,217,275,308,366,415,594,714,864,956,864,616,514,301,139,53,,
TIOGA,52,122,66,57,62,65,59,73,86,83,122,104,123,92,71,56,24,,,,216,575,514,455,486,575,667,710,926,1161,1605,1752,1532,1122,890,438,161,46,10,
ARMSTRONG,110,192,132,107,110,102,103,135,165,197,206,210,162,94,77,37,28,9,,,318,915,1123,983,1093,1380,1504,1722,2239,2974,3880,3809,3282,2030,1576,922,477,118,16,
DELAWARE,1673,2860,2521,1951,2243,2053,2097,1931,2146,2236,2332,1947,1477,951,762,620,386,151,27,,8347,16933,14786,14320,16861,19134,18990,18427,21389,24389,26521,24319,18963,13089,8541,5801,3161,1010,141,8
SCHUYLKILL,266,397,338,278,310,300,321,311,396,456,483,484,431,233,186,162,125,62,6,,836,2337,2616,2652,3143,3563,3932,4397,5305,6179,7014,7276,6203,4043,2679,1642,891,231,29,
BUTLER,384,582,459,356,424,409,378,373,425,484,526,438,327,193,170,143,93,38,,,1720,4252,4488,4086,4939,6042,6071,6082,7586,8606,10055,9583,7819,5109,3607,2207,1228,346,51,
LAWRENCE,104,200,208,170,150,163,176,192,229,248,267,323,247,187,131,101,57,16,,,329,1125,1325,1224,1415,1656,1868,1906,2677,3076,4096,3973,3414,2177,1653,1048,534,159,26,
LANCASTER,916,1360,1487,1274,1286,1178,1120,1103,1271,1390,1347,1230,1064,847,704,619,439,177,39,,4653,11879,13485,12936,14683,15298,15116,15332,17682,21157,23596,23188,20359,14442,10540,6997,3839,1187,178,8
UNION,70,138,111,55,58,64,69,59,72,97,89,89,96,76,66,48,38,12,,,283,882,1198,624,738,933,932,1036,1260,1456,1650,1702,1542,1151,834,556,293,85,6,
PHILADELPHIA,1222,2140,2378,3004,3307,2839,2422,2057,2315,2311,2305,1651,1417,788,641,409,214,91,13,,2764,5509,6433,10660,11629,9963,8741,7774,8446,9064,8953,7137,5564,4033,2766,1757,941,302,45,30
LACKAWANNA,527,837,689,615,636,671,619,572,711,733,772,689,585,383,351,271,168,79,18,,2569,5757,6200,5980,6945,7476,7309,7444,9181,10282,11346,10514,9182,6182,4239,2636,1411,449,52,
DAUPHIN,579,979,1027,1066,975,960,867,868,991,1069,1027,904,780,521,324,280,140,54,16,,2680,6205,6211,7346,7966,8365,8434,8518,10316,11389,12978,12469,10239,6151,4094,2578,1253,353,49,7
NORTHAMPTON,704,1297,1371,880,954,910,969,853,1081,1187,1308,1214,1040,499,381,278,190,61,13,,3354,8394,8868,8001,8951,9492,10061,10734,13065,14536,15900,15224,13201,9270,5980,3804,2052,587,82,9
BUCKS,2177,3347,2444,1863,2089,2200,2228,2138,2605,2989,2895,2802,2467,1542,1075,736,425,145,24,9,8122,17566,16140,14033,15987,18635,19635,20263,25565,29480,31733,28262,22982,15780,10442,6821,3566,1060,127,19
WAYNE,115,158,227,152,151,136,138,141,162,203,190,217,257,207,139,71,34,23,,,401,984,1266,934,998,1134,1170,1332,1747,2220,2599,2587,2247,1499,977,509,239,47,,
SULLIVAN,,8,11,15,25,8,18,16,14,38,48,66,59,58,49,28,9,,,,14,47,74,59,76,67,91,107,179,257,372,363,343,230,171,103,39,9,,
JEFFERSON,48,89,81,54,72,70,66,80,92,110,121,125,124,72,60,39,43,8,,,137,438,583,523,616,749,809,894,1138,1455,2011,2110,1776,1286,992,617,316,92,15,
VENANGO,54,119,97,78,88,103,106,110,129,146,208,188,161,96,75,43,34,7,,,190,614,717,561,720,895,898,1052,1343,1732,2275,2322,1855,1194,811,476,232,70,12,
BEDFORD,35,76,75,46,56,56,63,80,61,92,127,118,86,67,54,47,12,,,,73,276,417,386,434,515,616,717,1011,1268,1747,1881,1602,1223,926,543,247,52,6,
SOMERSET,81,127,129,109,108,119,110,133,177,191,260,296,246,205,154,124,78,23,,,217,681,923,946,1230,1428,1459,1621,1995,2342,3094,3328,2979,1858,1407,886,467,122,13,
FAYETTE,191,325,259,208,210,208,249,262,323,355,359,357,331,211,136,93,66,24,7,,583,1693,2014,1978,2364,2658,2949,3263,4215,5013,6366,6802,5791,3716,2530,1524,834,239,24,
WESTMORELAND,604,1102,822,700,677,739,736,737,1032,1087,1249,1297,1115,665,530,342,266,95,16,5,2182,6017,6761,6372,7244,8199,8711,9235,11984,14453,18043,18071,15618,10187,7187,4554,2478,676,84,12
FULTON,,15,13,13,14,10,6,6,15,21,18,19,15,6,8,6,,5,,,21,67,82,94,104,107,155,172,231,288,380,445,434,316,251,112,59,16,,
WASHINGTON,459,677,597,476,514,573,548,559,623,732,841,968,756,504,331,201,141,39,9,,1723,4265,4331,4000,4779,5951,6333,6435,7873,9460,11076,10896,9313,5897,4119,2545,1352,401,43,
CLARION,37,61,72,60,66,57,53,66,72,98,98,114,96,60,45,41,21,10,5,,127,333,558,471,523,543,647,667,945,1209,1614,1643,1362,984,800,465,212,52,10,
INDIANA,93,168,184,143,115,138,151,130,145,193,251,237,168,111,116,80,52,21,5,,283,980,1515,1164,1215,1476,1511,1586,2071,2618,3394,3577,3136,2042,1556,820,379,96,19,
BLAIR,190,331,267,183,197,209,214,213,319,324,357,310,341,198,191,102,78,40,,,615,1769,2043,1897,2185,2490,2737,2831,3467,4162,5253,5545,4848,3121,2327,1347,779,238,32,
LYCOMING,123,313,261,221,242,210,197,213,284,329,351,313,283,203,143,124,87,25,,,471,1478,1923,1882,2299,2571,2505,2618,3332,4058,5039,5305,4534,2993,2022,1347,673,212,31,
CENTRE,262,571,1307,474,364,323,265,252,282,278,281,238,206,158,113,86,56,18,,,1557,3897,9090,5735,5285,5028,4909,4679,5317,5899,6229,6186,5175,3566,2480,1588,739,240,32,
SUSQUEHANNA,25,77,65,48,53,48,56,43,73,95,115,105,98,64,44,25,14,11,,,197,563,516,383,494,553,667,699,988,1307,1611,1683,1442,1037,679,408,194,53,9,
CARBON,111,220,202,145,158,172,167,194,211,284,257,266,199,109,74,41,27,8,,,446,1150,1264,1136,1359,1500,1668,1979,2504,2954,3450,3368,2809,2003,1226,747,383,120,17,
CRAWFORD,107,191,175,133,139,131,143,149,143,203,189,183,148,109,78,42,36,11,8,,379,1278,1648,1217,1427,1591,1722,1852,2326,2839,3587,3639,3276,2357,1584,901,507,151,17,
PERRY,71,129,100,77,114,100,90,111,149,172,199,180,255,154,113,63,30,9,,,186,483,590,586,674,829,952,1021,1335,1678,2043,2149,1821,1147,717,420,168,35,,
FOREST,,7,5,8,,6,8,5,26,13,25,19,16,21,11,10,,,,,11,38,122,308,422,406,365,286,337,381,370,407,303,211,162,80,21,5,,
GREENE,45,93,62,35,50,53,59,76,85,99,126,133,112,67,36,26,20,8,,,104,317,458,526,683,678,792,814,1016,1182,1494,1704,1395,918,513,300,158,45,,
CHESTER,2685,3674,2544,2255,2405,2439,2322,2222,2569,2561,2601,2445,2014,1268,930,643,398,148,30,,8198,18832,15555,15218,17833,20207,21108,21417,24454,25959,26035,23272,18952,13519,8853,5136,2788,809,107,8
MONROE,328,613,643,416,439,382,423,420,564,663,658,565,380,220,138,101,70,18,,,1404,3900,4193,3427,3458,3689,4148,4759,6211,7825,8420,7546,5958,3880,2460,1370,625,154,19,
LEHIGH,934,1530,1459,1358,1364,1284,1262,1188,1291,1385,1340,1185,893,493,327,310,257,86,12,,4606,10653,10705,11146,12792,13690,14347,14454,16240,18384,19724,17895,15048,10296,6932,4579,2440,727,98,
COLUMBIA,98,177,152,111,114,114,99,108,126,166,144,155,121,85,61,55,36,26,,,499,1191,1420,1350,1560,1697,1690,1985,2331,2738,3251,3328,2818,1980,1315,861,460,118,21,
CAMBRIA,166,342,300,218,236,236,214,265,303,385,461,422,318,227,180,139,132,50,10,,586,1811,2112,2046,2239,2446,2790,3189,3907,4825,6478,7164,6050,3955,2673,1725,924,272,36,
ALLEGHENY,2929,4730,5253,4662,4725,4152,3532,3371,3680,4152,4511,4969,4264,2432,1942,1322,925,292,46,23,13246,29257,39656,47829,53307,51219,45064,40544,47161,54341,64123,60717,48432,30837,22130,14162,8175,2405,297,76
POTTER,36,58,39,23,27,21,23,19,31,40,70,69,77,41,43,16,7,5,,,39,124,136,116,157,157,210,203,310,428,547,569,565,363,246,135,73,22,7,
SNYDER,51,108,83,52,60,56,63,53,75,101,84,88,73,73,42,22,15,,,,164,543,597,467,584,630,693,840,1077,1246,1407,1527,1374,1022,689,395,191,62,7,
