County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
ERIE,713,1018,955,781,807,790,670,628,724,832,786,618,483,336,225,216,145,68,5,,2640,6371,7463,7170,7733,8212,8137,8377,10208,11530,13457,12720,9980,6442,4362,2578,1415,459,70,9
FAYETTE,251,407,346,277,297,283,328,361,386,416,413,388,344,235,154,94,73,24,7,,677,1839,2099,2104,2491,2762,3057,3343,4310,5101,6466,6858,5877,3741,2566,1539,836,249,25,
FOREST,,8,9,11,9,8,6,11,33,21,26,22,20,17,12,10,,,,,12,45,145,356,493,459,402,314,357,411,384,416,313,220,164,80,23,5,,
FRANKLIN,336,454,391,343,343,297,304,377,343,392,379,287,244,210,162,125,69,47,5,,844,2114,2096,1848,2323,2678,2805,3079,3651,4216,5000,5659,5526,4061,2850,1825,917,261,34,
FULTON,,21,13,15,16,13,8,13,27,25,20,23,21,10,9,6,,,,,25,73,89,93,109,108,159,168,238,293,389,459,436,319,254,115,59,16,,
GREENE,48,84,87,58,62,71,72,83,97,115,138,137,115,71,40,30,20,8,,,128,367,480,586,772,738,836,854,1063,1209,1511,1718,1412,923,519,304,159,46,,
HUNTINGDON,60,82,97,63,95,69,84,91,98,124,129,112,112,82,43,45,16,11,,,144,489,768,757,986,992,1125,1165,1371,1499,1742,1912,1736,1210,860,481,246,63,13,
INDIANA,125,185,238,180,182,172,167,170,205,226,275,256,186,127,123,79,54,21,5,,332,1071,1624,1235,1278,1527,1570,1629,2118,2667,3426,3639,3174,2062,1574,841,389,99,19,
JEFFERSON,62,116,84,73,89,96,86,81,103,122,141,142,128,73,57,44,43,9,,,164,484,617,535,641,765,839,920,1165,1494,2034,2135,1802,1312,1003,620,321,94,15,
JUNIATA,24,44,34,21,30,34,40,41,49,57,59,54,43,29,33,16,11,7,,,74,274,321,225,277,323,383,426,611,728,887,968,873,627,520,304,147,53,,
LACKAWANNA,647,949,776,748,789,767,741,635,812,818,807,715,627,400,364,278,169,80,17,,2842,6136,6453,6160,7120,7672,7503,7596,9358,10448,11499,10680,9249,6268,4290,2671,1430,461,54,
LANCASTER,1256,1616,1653,1482,1515,1402,1263,1285,1410,1594,1465,1293,1065,896,709,628,437,188,39,,5083,12742,14191,13438,15213,15690,15646,15677,18163,21549,23995,23544,20636,14678,10740,7144,3942,1238,191,9
LAWRENCE,193,337,288,251,225,237,263,283,310,328,336,337,251,195,131,110,59,17,,,388,1250,1391,1260,1465,1709,1910,1963,2730,3131,4157,4040,3462,2224,1668,1052,541,164,26,
LEBANON,295,436,392,330,374,363,348,355,346,412,375,311,276,243,183,162,100,38,8,,1186,2812,2640,2422,2890,3250,3564,3751,4334,5048,5672,6013,5285,3599,2564,1657,888,284,55,
LEHIGH,1195,1755,1694,1617,1672,1547,1460,1373,1427,1502,1451,1195,922,528,337,321,266,91,12,,5135,11429,11250,11608,13229,14145,14775,14813,16705,18819,20049,18221,15245,10453,7047,4651,2495,728,105,
LUZERNE,868,1315,1145,1058,1144,968,1046,980,1130,1097,977,923,739,499,381,276,211,78,14,,3053,7712,8024,7625,8786,9534,10146,10774,13111,14930,16016,15262,13308,8771,5901,3576,2042,563,72,7
LYCOMING,191,328,332,308,342,277,266,269,335,389,401,314,273,198,151,110,84,25,,,550,1647,2015,1942,2390,2637,2577,2676,3425,4158,5159,5411,4623,3060,2060,1389,685,215,33,
MCKEAN,82,214,152,139,108,119,145,191,230,271,344,286,223,154,119,64,43,13,,,205,607,624,544,609,715,772,891,1110,1291,1635,1619,1202,828,588,369,199,61,6,
MERCER,227,379,283,229,232,219,243,258,306,348,331,331,224,190,133,97,66,26,12,,522,1573,1885,1687,1957,2238,2260,2545,3407,4243,5215,5301,4564,3254,2318,1431,850,269,34,
MIFFLIN,79,102,73,61,74,89,82,103,92,116,91,95,84,57,53,35,24,7,,,167,514,628,590,699,759,868,940,1301,1597,1895,2026,1939,1441,1077,671,297,101,9,
MONROE,484,759,764,565,557,513,520,564,673,745,697,615,441,244,150,109,68,18,,,1590,4218,4435,3573,3598,3816,4285,4919,6442,8055,8647,7703,6043,3944,2511,1411,632,160,20,
MONTGOMERY,3241,4652,3976,3685,4171,4403,3929,3833,4187,4293,4495,4461,3498,2507,1793,1357,859,317,47,16,15760,29031,21934,22944,27519,30637,30386,28893,33201,36178,37883,34454,27856,19656,13620,9073,5382,1661,234,46
MONTOUR,68,51,45,40,48,45,28,42,51,60,65,42,30,24,15,16,16,,5,,257,512,415,645,908,813,705,650,742,930,1090,1108,898,639,474,354,172,49,8,
NORTHAMPTON,886,1465,1514,1093,1156,1112,1101,1005,1193,1272,1391,1261,1050,502,373,280,190,63,14,,3765,8952,9321,8260,9224,9745,10369,10987,13368,14809,16190,15460,13381,9396,6072,3850,2092,605,85,9
NORTHUMBERLAND,176,248,221,259,287,223,248,218,241,257,277,164,165,113,95,67,56,13,,,530,1429,1701,1681,2007,2316,2320,2589,3153,3872,4483,4676,4010,2714,1942,1210,608,166,20,
PERRY,83,126,128,90,125,112,127,141,164,195,217,206,259,154,116,64,32,10,,,230,552,624,607,709,844,970,1059,1367,1726,2055,2180,1829,1183,729,430,171,34,,
PHILADELPHIA,1603,2499,2531,3170,3493,2937,2570,2142,2381,2401,2351,1740,1459,809,656,422,213,89,17,,3419,6322,6911,11222,12351,10570,9222,8177,8851,9413,9254,7377,5736,4128,2836,1798,976,312,46,30
PIKE,170,319,257,157,163,173,175,200,252,284,335,303,340,280,203,98,47,14,,,473,1294,1140,826,856,894,1082,1229,1838,2403,2750,2565,2271,1468,983,481,211,45,5,
POTTER,30,57,36,24,35,29,31,24,37,45,74,70,72,45,43,15,7,5,,,49,143,148,120,159,161,207,210,318,433,561,581,579,373,248,140,76,23,7,
SCHUYLKILL,346,471,406,389,379,377,409,390,461,519,539,507,440,252,194,157,124,62,6,,988,2570,2787,2815,3380,3717,4086,4528,5459,6310,7125,7396,6286,4104,2729,1673,910,240,29,
SNYDER,62,96,83,56,49,73,82,66,92,115,98,94,66,72,41,20,16,,,,189,599,639,487,617,639,710,853,1095,1280,1422,1552,1402,1036,696,405,199,62,7,
SOMERSET,95,143,157,135,152,143,147,176,197,244,295,306,261,209,166,124,81,22,,,254,745,1001,1022,1319,1501,1516,1667,2048,2390,3127,3377,3011,1889,1418,906,476,124,14,
SULLIVAN,,8,13,17,30,8,22,16,20,39,48,61,62,61,47,24,9,,,,15,51,77,60,76,72,93,106,179,261,377,368,347,231,178,104,41,9,,
SUSQUEHANNA,59,95,68,68,80,60,77,59,80,119,128,109,101,73,50,28,16,12,,,212,602,549,398,515,577,683,710,1013,1315,1647,1705,1465,1053,686,408,196,55,9,
TIOGA,55,113,79,64,83,76,62,82,107,90,127,110,132,94,77,57,26,,,,232,613,541,468,502,583,684,730,942,1189,1631,1761,1554,1140,899,448,167,48,10,
UNION,99,148,124,68,78,88,80,71,77,104,87,68,75,65,48,40,36,11,,,326,932,1249,642,759,952,960,1054,1311,1485,1687,1752,1589,1169,871,568,299,92,6,
VENANGO,83,146,102,94,118,108,127,123,152,154,220,196,171,106,74,43,33,7,,,223,670,742,590,744,937,920,1093,1364,1777,2301,2372,1867,1210,823,477,241,72,12,
WARREN,72,122,111,97,113,141,115,108,145,213,202,246,209,158,106,79,42,17,,,183,540,523,498,578,699,689,748,1043,1387,1740,1790,1482,1005,686,416,195,67,,
WASHINGTON,569,787,698,635,681,738,654,648,741,860,925,1024,787,518,336,222,148,40,10,,1909,4586,4541,4104,4894,6068,6463,6560,8006,9627,11204,10986,9427,5963,4178,2556,1377,414,43,
WAYNE,115,189,191,165,173,154,151,150,182,212,199,222,264,206,136,79,35,21,,,474,1064,1352,976,1038,1164,1209,1359,1784,2271,2656,2628,2311,1532,999,522,246,51,,
WESTMORELAND,833,1204,1004,888,912,923,876,874,1234,1230,1402,1385,1165,710,544,360,277,95,19,5,2483,6534,7069,6545,7412,8387,8939,9410,12226,14698,18228,18296,15792,10343,7261,4629,2506,696,85,12
WYOMING,67,84,78,102,78,86,63,78,92,101,115,105,82,70,52,30,19,10,,,236,623,604,508,559,623,651,747,993,1264,1451,1400,1285,904,528,266,102,25,,
YORK,1202,1686,1292,1167,1311,1288,1251,1194,1400,1296,1375,980,848,610,479,346,234,75,11,,3975,9679,9000,8573,10190,11533,12241,13034,15904,18338,20424,19991,17361,11668,7686,4791,2339,699,80,9
OUT-OF-STATE,3708,6818,8778,6981,7190,7018,6894,6634,7477,8168,8402,8767,7763,5023,3373,2067,1102,342,100,217,5713,14190,24942,20183,22200,22813,23255,23068,27426,30446,33018,31847,25275,16665,11091,6578,3380,886,118,150
