County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
BERKS,916,1587,1726,1628,1623,1488,1407,1407,1431,1545,1407,1595,1518,1112,768,628,424,150,35,5,5633,12084,11661,10851,12267,13364,14018,14585,17543,19871,20656,18619,15610,10481,6889,4489,2330,627,87,13
CARBON,55,184,244,179,180,197,193,168,217,233,261,251,209,118,70,51,30,8,,,681,1568,1526,1383,1641,1750,1879,2242,2787,3235,3653,3614,2957,2174,1302,779,408,136,18,
WARREN,36,101,114,110,119,135,113,114,146,206,197,266,243,188,100,88,48,17,,,291,672,601,580,678,799,767,806,1135,1490,1837,1882,1516,1067,739,420,214,70,5,
LAWRENCE,91,203,251,222,231,260,246,265,307,289,325,414,374,273,201,146,96,19,7,,656,1675,1668,1509,1729,1997,2220,2224,3019,3457,4364,4280,3607,2347,1744,1097,570,172,32,
ARMSTRONG,81,175,163,162,174,168,202,212,226,230,226,235,211,140,105,44,32,10,,,536,1304,1382,1169,1337,1561,1710,1938,2523,3237,4148,4037,3413,2186,1637,984,504,131,16,
SUSQUEHANNA,32,61,76,59,74,70,69,50,82,109,110,102,111,71,55,29,18,10,,,278,707,642,488,603,636,758,763,1081,1416,1736,1760,1527,1107,708,430,209,58,12,
JUNIATA,10,48,30,22,35,42,43,41,43,37,45,40,36,29,27,16,12,8,,,111,339,366,269,334,359,442,470,660,776,936,1028,912,655,530,342,147,62,5,
MONTGOMERY,2204,3791,3849,3795,4290,4580,4281,4002,4440,4794,5150,6001,5264,3760,2544,1740,1027,361,58,17,18256,32524,24538,25720,30424,33498,32979,31014,35624,38290,39855,36155,28973,20737,14217,9525,5690,1850,261,45
FAYETTE,153,335,351,361,362,361,411,366,444,486,488,585,570,326,248,153,101,32,8,,966,2303,2554,2586,2898,3117,3437,3748,4778,5519,6884,7212,6143,4014,2711,1616,888,274,30,
NORTHUMBERLAND,82,162,208,181,208,169,168,170,178,206,198,170,185,110,83,65,60,10,,,765,1776,2046,2105,2437,2734,2697,2915,3483,4230,4808,4839,4172,2867,2045,1272,639,185,23,
TIOGA,37,96,67,71,81,80,89,80,97,93,144,150,182,117,96,64,30,9,,,302,690,629,534,612,644,757,795,1041,1288,1714,1836,1628,1204,958,484,182,49,11,
PERRY,43,103,136,116,143,134,121,122,168,194,192,183,247,157,108,58,37,9,,,330,696,754,696,862,959,1075,1187,1504,1847,2196,2298,1904,1233,775,447,185,37,,
FULTON,,25,22,26,29,19,18,20,25,27,31,17,18,15,9,5,,5,,,30,101,102,114,125,129,182,191,285,329,434,498,452,343,267,125,60,17,,
POTTER,17,59,36,32,44,22,33,31,41,49,83,96,100,70,49,20,10,5,,,76,177,181,147,184,197,233,252,354,474,600,619,618,404,272,153,80,23,7,
DELAWARE,1410,2640,2900,2482,2839,2742,2640,2327,2432,2686,2833,3133,2615,1597,1046,807,468,168,32,,11047,20651,17507,16943,19968,21942,21439,20394,23424,26338,28195,25782,19947,13896,9042,6168,3421,1139,158,8
HUNTINGDON,27,58,132,111,118,116,112,95,117,110,107,115,124,90,50,45,23,10,,,202,606,930,903,1176,1153,1279,1307,1508,1626,1885,2013,1793,1288,892,510,250,71,13,
SNYDER,26,70,86,65,69,63,73,56,68,100,85,70,66,70,45,19,16,,,,249,712,754,584,694,741,800,930,1206,1400,1501,1627,1451,1099,718,425,209,67,7,
GREENE,43,66,89,80,86,87,92,91,117,117,134,171,148,97,51,26,24,10,,,158,455,561,674,833,800,901,943,1134,1298,1586,1764,1468,970,537,319,173,50,,
CLINTON,22,58,114,111,96,77,78,84,103,101,116,129,96,73,54,36,15,7,,,202,606,850,686,685,747,831,926,1193,1356,1657,1644,1387,942,717,440,234,72,11,
BRADFORD,40,93,135,102,102,73,93,94,97,135,163,162,171,133,92,54,35,10,,,406,913,874,879,928,934,997,1112,1558,1906,2302,2332,1995,1612,1133,615,273,83,9,
LACKAWANNA,430,769,773,750,814,742,718,615,731,728,729,736,686,493,384,266,207,97,20,,3498,7118,7125,6907,7894,8361,8173,8092,9940,11003,12015,11162,9635,6669,4532,2844,1499,509,61,6
CUMBERLAND,431,1457,1303,1276,1412,1382,1301,1242,1338,1324,1453,1255,1254,1024,712,466,229,70,10,,3680,6921,7112,7351,8845,9776,9724,9122,10325,11034,12340,12243,11039,7173,4768,2974,1645,527,71,9
SULLIVAN,,9,14,11,22,9,21,15,17,42,48,60,63,68,46,24,9,,,,27,64,81,81,91,94,112,114,201,274,395,381,353,244,184,114,41,10,,
MONTOUR,26,42,45,58,55,45,40,38,37,60,60,40,40,20,21,19,19,,5,,318,589,513,716,1002,877,763,710,806,1008,1144,1144,938,675,489,368,185,51,8,
BUTLER,219,446,575,527,623,542,544,502,571,624,689,641,577,382,271,185,106,42,,,2512,5393,5297,4762,5550,6753,6752,6659,8322,9257,10543,10075,8124,5344,3843,2331,1292,384,53,5
YORK,700,1282,1464,1361,1420,1398,1289,1196,1372,1280,1319,1188,1050,759,559,379,244,83,12,,5247,11581,10414,10034,11770,13055,13803,14308,17477,19807,21701,20907,18103,12304,8099,5028,2494,755,90,11
MONROE,295,528,677,562,563,474,515,470,589,692,646,668,501,264,154,117,78,20,,,2143,5044,5204,4234,4215,4480,4809,5494,7071,8753,9213,8202,6371,4174,2623,1485,684,171,19,
CHESTER,2137,3441,2753,2477,2729,2694,2554,2361,2677,2650,2826,3130,2646,1834,1182,833,470,178,28,,11118,22410,17867,17257,19884,22142,22918,23075,26276,27669,27548,24424,19804,14372,9329,5452,2978,886,124,9
LANCASTER,793,1338,1727,1607,1627,1454,1254,1240,1326,1436,1439,1459,1246,914,779,624,435,185,41,,6379,14469,15816,15118,17020,17270,17127,17007,19564,22852,25270,24527,21424,15579,11246,7533,4225,1376,220,11
LUZERNE,513,1014,1189,1151,1141,1010,973,954,1046,1064,984,1006,877,634,424,320,217,72,15,,4229,9215,9208,8829,10137,10721,11216,11721,14159,15917,16747,15890,13750,9254,6150,3732,2121,623,79,7
MIFFLIN,27,76,74,93,81,78,100,89,88,108,83,81,73,56,50,34,23,8,,,261,670,753,729,835,878,1006,1070,1449,1777,1989,2141,2015,1515,1133,713,312,109,13,
CAMERON,6,8,11,17,18,13,17,11,15,16,20,12,18,12,6,,,,,,28,69,73,61,59,102,97,99,122,222,268,292,276,164,132,76,44,11,,
WYOMING,27,64,89,84,78,87,60,80,85,91,112,106,93,74,55,31,19,12,,,304,730,689,611,650,713,728,815,1103,1364,1529,1486,1341,956,559,289,111,29,,
CENTRE,163,647,1718,611,447,372,333,288,327,322,310,367,322,235,155,121,78,24,6,,1909,4362,10246,6477,5909,5535,5322,5022,5746,6229,6547,6453,5450,3791,2613,1711,792,249,36,
FOREST,,10,7,17,11,17,8,13,28,19,29,32,28,31,14,15,,,,,18,58,154,361,500,475,416,329,383,433,397,424,324,224,167,86,28,5,,
FRANKLIN,177,342,427,388,357,344,338,363,381,431,374,330,293,269,186,145,80,45,6,,1291,2751,2531,2277,2843,3134,3278,3591,4148,4703,5444,5922,5776,4383,2985,1942,1013,300,39,
MCKEAN,43,191,159,153,118,116,153,195,214,263,327,330,253,176,145,78,60,15,,,278,718,727,644,709,801,850,971,1206,1365,1730,1696,1291,871,626,383,223,64,7,
CRAWFORD,85,165,232,223,210,184,209,220,213,253,251,307,324,210,160,85,46,19,7,,600,1571,1933,1438,1691,1840,1954,2058,2569,3067,3835,3873,3413,2484,1659,954,542,162,24,
LYCOMING,112,245,330,316,338,284,286,257,296,356,358,338,295,218,155,133,112,34,6,,823,2080,2369,2313,2764,3021,2944,2992,3806,4469,5531,5638,4837,3261,2190,1478,738,238,38,
BLAIR,145,325,319,242,286,279,281,263,340,362,380,392,419,240,227,130,94,46,6,,989,2376,2504,2231,2559,2830,3069,3148,3931,4470,5572,5815,5085,3356,2449,1414,809,271,35,
MERCER,140,301,256,264,239,250,246,264,309,329,414,502,392,323,213,149,96,30,16,,768,1949,2205,1954,2235,2486,2516,2789,3689,4517,5478,5469,4740,3403,2419,1479,888,288,39,
WESTMORELAND,448,900,1009,992,961,1026,964,891,1233,1297,1474,1646,1521,986,718,486,326,124,17,,3581,7979,8140,7608,8416,9376,9929,10301,13380,15928,19372,19307,16642,11077,7665,4898,2686,764,97,8
CLARION,33,49,82,96,108,87,79,88,105,114,110,134,133,80,56,44,23,10,5,,222,469,672,579,620,666,783,750,1049,1353,1736,1748,1444,1050,821,517,223,61,10,
ADAMS,125,244,299,263,270,232,228,221,249,277,272,281,259,188,123,77,37,17,,,930,2192,2280,1787,2069,2295,2417,2611,3348,4123,4626,4980,4601,3144,2113,1214,585,155,28,
INDIANA,74,151,251,196,193,190,184,171,177,241,254,275,225,134,126,80,52,18,6,,501,1270,1858,1422,1470,1707,1755,1816,2349,2818,3611,3784,3294,2186,1651,898,417,117,20,
WAYNE,70,142,181,194,173,162,147,151,176,195,215,252,282,241,159,85,43,21,,,580,1228,1454,1113,1169,1271,1321,1485,1907,2378,2776,2789,2407,1629,1047,561,266,58,6,
LEHIGH,769,1439,1832,1704,1714,1550,1428,1257,1289,1338,1305,1213,959,546,349,317,259,91,15,,6458,13296,12837,13280,14994,15781,16322,16090,17944,19981,21122,19063,15865,10932,7344,4817,2638,809,121,5
SOMERSET,70,119,150,172,140,170,150,169,204,238,292,328,266,212,153,121,89,25,,,389,930,1176,1172,1508,1640,1723,1814,2232,2590,3299,3563,3152,2034,1502,968,506,138,16,
ERIE,434,792,969,856,930,850,725,691,763,888,928,1244,1147,688,445,311,191,71,7,,3401,7404,8279,7963,8446,8980,8845,8899,10831,12094,13975,13336,10415,6769,4599,2708,1494,497,78,8
PHILADELPHIA,1501,2543,2762,3909,4577,3519,2867,2264,2487,2441,2515,2351,1987,1144,822,532,287,114,20,5,5087,8868,10166,17581,19994,17090,14745,13049,14240,15457,15510,12999,10328,7511,4851,2856,1473,440,71,31
VENANGO,42,108,124,103,131,137,133,140,160,164,247,285,242,181,105,61,44,11,,,341,849,826,696,892,1031,1066,1198,1503,1933,2454,2486,1960,1304,861,501,259,81,12,
BEDFORD,18,63,96,76,80,76,85,100,103,102,135,116,93,77,66,59,16,,,,161,432,564,481,539,628,725,848,1116,1397,1891,1956,1694,1302,958,573,268,57,6,
PIKE,120,318,257,214,191,188,209,205,267,279,328,342,389,317,219,115,47,20,,,607,1493,1275,973,982,1016,1215,1349,1996,2599,2905,2707,2365,1596,1025,506,233,51,6,
CLEARFIELD,55,120,145,138,139,163,143,153,208,196,229,227,186,144,109,60,52,17,,,436,1168,1468,1469,1835,1852,1950,2227,2702,3224,3671,3710,3166,2230,1689,980,437,133,19,
LEBANON,166,323,420,368,416,383,398,374,351,373,371,356,329,267,207,158,103,32,6,,1563,3350,3088,2848,3382,3672,4011,4183,4712,5448,6060,6270,5514,3783,2692,1755,946,316,61,
ALLEGHENY,2506,4561,6253,6205,6281,5461,4494,3913,4365,4798,5530,6632,6113,3997,2851,1883,1280,431,72,27,17457,34847,44614,52841,58703,56009,49413,44040,50883,57714,67455,63861,50793,32820,23339,14899,8763,2665,344,61
WASHINGTON,390,626,713,689,757,772,742,721,796,838,980,1194,1015,653,451,284,167,51,16,,2494,5342,5209,4707,5639,6697,7147,7128,8669,10264,11837,11565,9850,6423,4390,2705,1480,441,47,
COLUMBIA,76,143,196,148,147,155,116,99,133,143,142,139,119,103,69,59,41,24,,,708,1567,1682,1642,1847,1917,1934,2170,2606,3029,3482,3479,2959,2105,1378,914,481,126,26,
