County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
WYOMING,41,64,86,90,86,91,61,79,80,98,111,101,75,67,45,32,18,12,,,287,701,655,574,613,675,695,787,1067,1318,1513,1450,1316,928,555,277,110,27,,
SUSQUEHANNA,30,76,77,69,70,71,70,50,77,102,109,96,95,62,52,27,17,10,,,271,677,602,452,580,608,733,743,1063,1379,1704,1747,1512,1085,699,422,208,56,10,
DAUPHIN,620,1092,1232,1256,1150,1157,1023,952,1051,1060,994,916,805,517,332,267,141,60,17,,3645,7393,7144,8310,8923,9267,9263,9370,11200,12182,13689,13052,10687,6494,4278,2709,1330,373,51,6
CAMBRIA,197,349,395,332,344,359,298,328,374,397,481,420,324,233,174,136,117,47,10,,897,2345,2503,2363,2548,2721,3121,3491,4269,5141,6764,7432,6287,4124,2755,1812,988,300,41,5
NORTHAMPTON,558,1254,1566,1131,1192,1129,1043,992,1182,1237,1244,1184,1007,508,372,294,203,67,17,,4457,9856,10077,8971,9949,10417,11021,11525,14001,15419,16718,15878,13715,9631,6224,3912,2166,641,91,9
MONTGOMERY,2376,4012,3887,3687,4049,4285,3896,3696,4054,4298,4410,4621,3824,2789,1936,1420,884,323,52,17,17778,31432,23502,24501,29163,32259,31784,30129,34588,37327,38892,35328,28333,20184,13904,9284,5524,1746,249,45
MCKEAN,65,203,154,151,113,120,148,184,225,264,330,303,214,157,119,64,45,12,,,260,680,688,590,671,753,812,940,1167,1339,1677,1666,1250,857,594,377,210,65,6,
CLEARFIELD,80,155,160,144,154,158,165,145,205,199,229,186,147,130,93,47,40,12,,,398,1102,1405,1415,1743,1799,1887,2163,2624,3174,3597,3676,3115,2178,1647,964,429,132,17,
FOREST,,10,7,12,8,8,10,13,31,16,23,20,15,18,11,10,,,,,16,52,152,362,500,472,413,323,374,424,399,426,321,223,165,83,25,5,,
CLINTON,35,73,110,111,88,84,85,94,110,116,116,96,59,41,41,31,13,7,,,187,577,808,638,659,712,796,892,1140,1309,1620,1620,1359,924,683,427,226,70,10,
JUNIATA,13,53,40,27,29,45,46,36,41,41,46,43,40,26,31,16,11,7,,,102,316,341,254,311,342,420,459,644,763,915,1010,898,642,534,319,146,60,,
PERRY,62,118,138,96,143,130,108,130,165,173,192,177,254,145,115,59,30,9,,,308,649,714,667,782,912,1047,1136,1442,1806,2142,2257,1872,1213,754,437,182,35,,
BLAIR,195,413,325,268,280,290,275,258,330,353,384,314,350,212,186,109,82,41,5,,917,2208,2373,2126,2463,2725,2987,3067,3829,4431,5487,5740,5023,3260,2425,1390,798,259,35,
MERCER,194,368,280,252,248,236,237,242,303,299,330,316,208,186,141,100,64,26,12,,675,1802,2081,1846,2117,2381,2418,2691,3577,4428,5375,5394,4669,3337,2388,1452,871,280,36,
LYCOMING,146,294,345,335,348,293,291,290,321,343,353,272,236,171,122,104,92,27,,,745,1937,2237,2158,2603,2876,2797,2845,3658,4367,5389,5572,4755,3169,2141,1438,713,225,36,
WESTMORELAND,552,1037,1013,957,984,991,953,899,1185,1254,1385,1339,1200,741,549,366,278,95,17,5,3376,7614,7803,7234,8060,9025,9618,10009,13055,15574,19094,19018,16365,10796,7551,4816,2604,735,93,10
LEHIGH,909,1567,1822,1779,1812,1644,1551,1359,1377,1419,1343,1141,875,523,314,313,254,90,14,,6152,12731,12228,12559,14297,15110,15704,15605,17483,19571,20772,18743,15631,10711,7237,4764,2602,783,111,
BEDFORD,34,92,109,87,82,77,101,104,77,104,143,117,85,71,61,54,14,,,,141,378,516,441,504,598,689,807,1095,1357,1841,1938,1663,1279,956,563,257,57,6,
LEBANON,211,379,403,363,376,365,372,360,312,374,345,276,262,232,185,150,102,40,7,,1475,3180,2920,2665,3186,3510,3833,4020,4586,5309,5908,6182,5402,3718,2641,1711,925,297,59,
TIOGA,64,108,87,82,77,88,84,85,100,104,137,114,121,91,77,53,28,,,,273,662,591,509,566,614,725,767,1006,1239,1675,1801,1605,1170,935,468,172,48,11,
LAWRENCE,153,269,259,247,232,260,243,280,311,304,309,327,248,183,138,117,63,16,5,,570,1525,1579,1425,1633,1890,2099,2116,2899,3335,4278,4188,3527,2287,1717,1067,557,168,28,
OUT-OF-STATE,3485,7497,9986,7497,7714,7524,7157,6962,7787,8431,8796,9172,8266,5459,3599,2125,1139,356,104,215,6919,15738,26770,21669,23737,24215,24639,24287,28750,31832,34171,32815,26119,17183,11459,6796,3504,926,124,149
MIFFLIN,43,88,87,96,113,93,109,103,107,132,82,87,88,59,50,29,24,8,,,238,614,704,664,765,824,941,1022,1367,1697,1950,2085,2010,1468,1108,691,306,102,13,
WARREN,74,124,126,112,126,153,130,113,164,219,206,237,213,164,99,78,48,17,,,248,626,557,547,635,752,736,788,1091,1445,1800,1854,1503,1030,714,417,209,67,,
GREENE,44,74,85,82,71,77,78,98,97,108,116,144,117,68,36,26,20,10,,,150,429,536,627,808,776,877,895,1107,1266,1563,1743,1445,953,529,312,166,49,,
SCHUYLKILL,255,417,453,388,439,421,388,365,390,469,477,489,405,240,181,168,126,71,7,,1279,2967,3044,3132,3660,4010,4355,4820,5765,6616,7396,7610,6427,4271,2795,1713,928,254,30,
ADAMS,146,283,296,263,255,235,192,227,242,271,261,233,206,152,109,69,38,14,,,874,2061,2158,1649,1940,2180,2301,2536,3220,3993,4520,4903,4531,3075,2044,1185,562,150,24,
LUZERNE,634,1155,1166,1132,1183,1080,997,967,1036,1062,940,866,717,511,366,277,192,73,15,,3936,8748,8780,8330,9602,10207,10798,11344,13811,15572,16447,15651,13606,9042,6073,3646,2107,594,78,7
FULTON,,28,17,19,22,17,21,20,26,24,29,25,16,8,10,7,,,,,28,87,94,103,119,118,166,180,265,309,417,478,447,333,262,120,60,17,,
CLARION,36,57,92,89,101,81,78,93,85,116,117,118,104,67,48,36,23,10,5,,195,443,651,551,590,640,744,715,1041,1299,1699,1722,1415,1041,812,507,220,57,10,
SOMERSET,95,153,170,161,149,165,171,151,189,238,290,289,247,194,147,115,82,23,,,340,855,1099,1102,1430,1574,1643,1753,2175,2519,3237,3479,3113,1961,1476,946,492,130,14,
SULLIVAN,8,14,17,14,26,8,24,22,14,39,51,62,58,65,47,24,9,,,,19,57,79,71,84,86,106,107,199,270,386,371,350,241,185,109,40,10,,
CHESTER,2358,3519,2728,2447,2621,2541,2391,2200,2551,2451,2538,2414,1989,1332,886,657,383,153,26,5,10705,21720,17253,16589,19205,21605,22389,22609,25762,27162,27066,23988,19470,14031,9169,5327,2921,850,119,9
ERIE,529,930,963,818,866,840,690,625,697,766,746,626,536,374,253,212,150,73,5,,3228,7024,8001,7612,8168,8662,8535,8694,10614,11917,13770,13024,10214,6595,4460,2645,1474,475,72,9
WASHINGTON,477,683,749,676,727,752,672,682,738,778,881,968,775,480,321,206,134,46,10,,2322,5119,4934,4459,5344,6466,6890,6884,8437,10015,11636,11313,9690,6214,4312,2649,1438,433,44,
CRAWFORD,97,201,218,210,210,183,206,201,210,246,222,201,180,117,97,58,34,10,8,,568,1516,1852,1350,1597,1761,1861,1974,2492,2992,3731,3806,3369,2431,1628,936,529,159,20,
BUCKS,1815,3143,2623,2111,2376,2339,2350,2259,2701,3098,3139,3110,2838,1832,1205,802,456,151,27,9,10754,21056,18319,15859,17793,20573,21324,21676,27327,31113,33235,29411,23812,16493,10889,7074,3735,1144,137,20
BERKS,1084,1714,1775,1616,1672,1547,1461,1459,1492,1573,1385,1494,1464,970,695,600,412,141,34,5,5281,11464,10981,10157,11507,12764,13401,14112,16945,19418,20216,18129,15178,10168,6710,4356,2258,594,80,13
SNYDER,31,96,92,82,71,80,74,62,85,110,76,75,59,66,37,17,14,,,,241,659,710,532,655,699,770,896,1169,1347,1478,1605,1428,1071,713,423,204,65,7,
ELK,50,87,98,89,84,84,69,64,99,111,124,87,80,37,48,46,26,22,8,,182,519,610,506,618,649,705,771,1209,1498,1737,1650,1444,927,742,480,234,66,9,
HUNTINGDON,37,75,127,93,100,86,84,91,99,115,116,105,111,82,44,44,19,10,,,193,570,861,847,1114,1083,1228,1255,1460,1579,1832,1970,1778,1255,877,505,246,68,14,
CUMBERLAND,538,1544,1284,1197,1401,1349,1231,1209,1258,1249,1307,974,1007,869,618,398,213,62,9,,3485,6625,6829,7030,8409,9395,9369,8838,10000,10760,12060,11999,10775,6890,4601,2883,1590,507,66,9
BRADFORD,66,115,133,126,100,101,103,103,123,117,164,128,111,99,77,44,30,9,,,361,851,809,791,861,858,951,1054,1485,1870,2223,2288,1980,1585,1111,606,271,77,9,
PIKE,137,305,276,196,185,185,195,210,259,278,331,316,348,288,204,107,48,16,,,582,1442,1222,916,938,961,1176,1301,1945,2536,2843,2667,2332,1545,1007,494,223,48,6,
MONROE,325,604,746,569,599,523,544,526,602,691,642,562,399,227,146,107,75,19,,,2034,4828,4925,4000,3968,4221,4595,5267,6876,8526,8973,8031,6235,4108,2585,1451,656,168,19,
BUTLER,306,527,580,467,567,504,490,437,526,558,597,465,380,254,194,148,93,42,,,2395,5171,5082,4525,5342,6538,6521,6490,8111,9051,10414,9902,8046,5247,3765,2291,1270,368,53,
FAYETTE,202,349,363,376,337,277,361,344,421,382,408,369,340,210,153,92,74,24,7,,888,2175,2380,2368,2737,2980,3300,3599,4585,5399,6753,7081,6076,3917,2668,1594,875,265,27,
LANCASTER,890,1434,1728,1582,1620,1492,1274,1232,1362,1439,1373,1231,1061,854,705,595,449,190,42,,6076,13930,15201,14382,16271,16575,16574,16489,19030,22338,24775,24090,21100,15181,11040,7356,4093,1295,213,9
DELAWARE,1550,2741,2865,2239,2515,2352,2251,2016,2141,2306,2293,2094,1647,1101,813,652,414,159,31,,10656,19907,16686,15964,18824,20861,20511,19632,22677,25572,27583,25210,19544,13533,8834,5992,3305,1071,151,8
MONTOUR,38,52,52,54,58,51,39,44,57,66,62,35,38,23,18,17,17,,5,,305,564,467,675,969,855,740,683,775,975,1125,1128,921,656,486,358,179,50,8,
UNION,54,110,136,80,86,108,82,77,90,85,77,56,48,54,39,36,29,11,,,405,1041,1305,691,813,1034,1026,1113,1386,1558,1763,1791,1652,1218,901,584,313,98,7,
