County Name,Partially Covered Age Group 10-14,Partially Covered Age Group 15-19,Partially Covered Age Group 20-24,Partially Covered Age Group 25-29,Partially Covered Age Group 30-34,Partially Covered Age Group 35-39,Partially Covered Age Group 40-44,Partially Covered Age Group 45-49,Partially Covered Age Group 50-54,Partially Covered Age Group 55-59,Partially Covered Age Group 60-64,Partially Covered Age Group 65-69,Partially Covered Age Group 70-74,Partially Covered Age Group 75-79,Partially Covered Age Group 80-84,Partially Covered Age Group 85-89,Partially Covered Age Group 90-94,Partially Covered Age Group 95-99,Partially Covered Age Group 100-104,Partially Covered Age Group 105-plus,Fully Covered Age Group 10-14,Fully Covered Age Group 15-19,Fully Covered Age Group 20-24,Fully Covered Age Group 25-29,Fully Covered Age Group 30-34,Fully Covered Age Group 35-39,Fully Covered Age Group 40-44,Fully Covered Age Group 45-49,Fully Covered Age Group 50-54,Fully Covered Age Group 55-59,Fully Covered Age Group 60-64,Fully Covered Age Group 65-69,Fully Covered Age Group 70-74,Fully Covered Age Group 75-79,Fully Covered Age Group 80-84,Fully Covered Age Group 85-89,Fully Covered Age Group 94-94,Fully Covered Age Group 95-99,Fully Covered Age Group 100-104,Fully Covered Age Group 105-plus
OUT-OF-STATE,3306,7230,10154,8006,8343,8041,7575,7306,8141,8863,9380,10314,9457,6209,4079,2376,1264,385,113,214,6824,15099,26643,21524,23716,24132,24205,23902,28389,31382,33996,32557,25745,17055,11282,6746,3488,948,129,143
FULTON,,29,24,27,29,19,21,19,28,31,33,26,19,15,11,5,,5,,,29,96,99,110,124,127,178,188,279,321,433,485,455,340,264,125,60,17,,
BUTLER,228,450,562,507,598,542,526,493,548,609,666,591,554,360,250,177,105,44,,,2496,5363,5257,4719,5507,6708,6696,6622,8286,9205,10517,10029,8119,5302,3829,2323,1281,383,53,
CAMERON,6,9,10,18,17,16,16,13,16,18,21,12,20,13,6,,,,,,28,67,72,58,59,99,97,98,119,222,267,285,274,163,132,76,44,11,,
SCHUYLKILL,196,354,395,368,396,385,371,336,405,441,476,500,430,241,177,161,123,68,7,,1386,3130,3207,3264,3828,4143,4479,4940,5858,6740,7522,7726,6510,4362,2829,1744,952,261,31,
SULLIVAN,,11,15,11,22,9,21,16,13,46,47,58,64,67,47,24,9,,,,27,61,80,80,90,91,112,113,201,271,392,383,351,244,185,113,41,10,,
FRANKLIN,183,341,432,350,352,323,351,360,382,409,359,312,286,259,184,138,77,44,5,,1269,2709,2484,2249,2793,3096,3223,3538,4097,4656,5406,5897,5748,4357,2970,1929,1008,297,37,
PHILADELPHIA,1483,2684,3498,5177,6133,4911,4068,3299,3732,3906,3920,3054,2424,1415,1023,626,342,130,18,5,4986,8448,9134,15874,17833,15157,13077,11602,12609,13595,13700,11943,9657,7074,4574,2715,1393,416,68,31
WYOMING,33,66,90,83,79,92,60,83,83,91,109,103,84,68,51,31,17,11,,,300,725,680,604,639,703,718,803,1090,1359,1528,1478,1340,945,559,284,111,29,,
BEAVER,244,420,434,432,520,550,589,567,551,611,769,671,555,318,224,152,87,27,,,1506,3322,3235,3390,4053,4603,4753,4560,5751,7112,8427,8372,6974,4680,3426,2118,1141,283,29,
CUMBERLAND,435,1459,1275,1219,1373,1380,1289,1228,1317,1301,1405,1184,1204,1007,703,449,228,67,10,,3635,6871,7054,7259,8762,9672,9642,9058,10234,10966,12269,12203,10979,7100,4723,2950,1636,520,71,9
SOMERSET,78,118,150,165,133,171,149,160,188,225,278,304,258,211,151,122,84,25,,,377,923,1159,1148,1495,1622,1711,1795,2217,2576,3279,3541,3132,2010,1488,962,498,136,16,
VENANGO,51,110,116,99,129,128,127,138,154,159,226,260,212,167,98,58,36,11,,,334,834,819,691,873,1025,1059,1191,1486,1915,2445,2469,1943,1291,857,496,260,79,12,
CHESTER,2189,3442,2729,2494,2732,2640,2507,2314,2612,2587,2727,2960,2485,1673,1051,728,417,163,27,5,11034,22301,17774,17115,19744,22038,22819,22986,26189,27576,27465,24307,19731,14309,9302,5428,2961,870,124,9
DELAWARE,1460,2668,2889,2493,2816,2704,2618,2277,2426,2629,2708,2919,2399,1498,1041,792,463,176,31,,10942,20487,17313,16707,19741,21721,21202,20254,23247,26170,28108,25653,19851,13784,8960,6070,3353,1116,154,8
BUCKS,1414,2799,2551,2187,2476,2474,2425,2345,2835,3333,3569,4052,3870,2497,1557,959,542,168,28,8,11495,22062,19020,16562,18517,21224,21956,22231,27880,31785,33880,30034,24212,16844,11086,7211,3802,1170,138,19
SUSQUEHANNA,30,61,81,59,75,74,67,54,81,106,108,99,107,71,56,28,18,10,,,278,704,630,482,594,626,757,760,1073,1405,1735,1753,1519,1106,704,429,208,59,11,
NORTHAMPTON,464,1130,1491,1067,1142,1042,1013,899,1103,1186,1243,1257,1088,568,411,315,218,75,16,,4613,10182,10454,9341,10328,10766,11283,11778,14267,15728,16934,16054,13875,9748,6294,3951,2194,652,98,9
CRAWFORD,84,165,218,216,199,184,208,215,215,251,240,300,300,199,149,78,43,16,6,,596,1570,1912,1427,1676,1817,1931,2037,2564,3058,3820,3864,3398,2478,1657,950,540,161,23,
LEBANON,178,340,408,354,408,371,396,357,329,374,362,346,317,256,201,160,103,30,6,,1543,3318,3048,2813,3339,3630,3967,4150,4688,5410,6048,6244,5486,3766,2680,1732,945,311,61,
BLAIR,146,334,314,246,278,257,272,260,320,347,374,372,397,232,207,118,83,44,6,,978,2354,2476,2207,2524,2814,3051,3127,3909,4471,5545,5791,5065,3339,2444,1415,804,270,35,
SNYDER,28,74,90,64,63,65,75,59,69,106,84,75,66,69,42,20,15,,,,245,701,747,577,690,734,789,923,1193,1389,1496,1618,1447,1092,719,422,209,66,7,
COLUMBIA,75,152,193,148,153,165,118,105,154,145,141,138,118,96,66,59,39,24,,,711,1547,1665,1630,1829,1897,1921,2156,2575,3015,3465,3468,2948,2096,1375,909,479,126,26,
GREENE,44,64,89,82,86,80,93,94,116,116,128,171,147,96,48,26,24,10,,,158,449,555,663,825,799,898,925,1122,1291,1584,1759,1458,970,533,318,170,50,,
MCKEAN,43,197,162,157,121,123,153,194,217,268,324,322,237,165,132,68,54,13,,,277,709,717,627,696,783,838,963,1198,1351,1720,1683,1279,867,613,381,217,65,6,
CLARION,33,50,78,91,108,85,73,87,94,116,106,125,128,73,55,39,22,10,5,,219,462,669,574,615,664,776,747,1044,1342,1726,1746,1441,1052,819,513,223,61,10,
